word1,word2,jol,jolrt,jolrtfirst,trial,list,
caring,skirt,-99,-99,-99,1,1,
pea,bathtub,-99,-99,-99,2,1,
find,clown,-99,-99,-99,3,1,
nerve,bumper,-99,-99,-99,4,1,
port,cinema,-99,-99,-99,5,1,
remind,foam,-99,-99,-99,6,1,
copy,bedroom,-99,-99,-99,7,1,
want,ascent,-99,-99,-99,8,1,
calf,annoy,-99,-99,-99,9,1,
biology,temper,-99,-99,-99,10,1,
fan,feature,-99,-99,-99,11,1,
rock,milk,-99,-99,-99,12,1,
plant,worm,-99,-99,-99,13,1,
bullet,walkway,-99,-99,-99,14,1,
need,faucet,-99,-99,-99,15,1,
link,crisis,-99,-99,-99,16,1,
pork,emperor,-99,-99,-99,17,1,
anger,decay,-99,-99,-99,18,1,
bacon,feud,-99,-99,-99,19,1,
mill,feast,-99,-99,-99,20,1,
glue,force,-99,-99,-99,21,1,
grip,beach,-99,-99,-99,22,1,
capital,figure,-99,-99,-99,23,1,
banner,glide,-99,-99,-99,24,1,
process,joker,-99,-99,-99,25,1,
smother,surgery,-99,-99,-99,26,1,
chicken,beet,-99,-99,-99,27,1,
knock,otter,-99,-99,-99,28,1,
replace,roach,-99,-99,-99,29,1,
shrink,mafia,-99,-99,-99,30,1,
date,laugh,-99,-99,-99,31,1,
fee,chowder,-99,-99,-99,32,1,
bleach,ruin,-99,-99,-99,33,1,
visit,glove,-99,-99,-99,34,1,
collect,loyalty,-99,-99,-99,35,1,
climax,saucer,-99,-99,-99,36,1,
bias,sirloin,-99,-99,-99,37,1,
risk,zero,-99,-99,-99,38,1,
forest,knob,-99,-99,-99,39,1,
prison,loaf,-99,-99,-99,40,1,
risk,zero,-99,-99,-99,1,2,
fan,feature,-99,-99,-99,2,2,
grip,beach,-99,-99,-99,3,2,
bullet,walkway,-99,-99,-99,4,2,
find,clown,-99,-99,-99,5,2,
replace,roach,-99,-99,-99,6,2,
visit,glove,-99,-99,-99,7,2,
want,ascent,-99,-99,-99,8,2,
climax,saucer,-99,-99,-99,9,2,
bacon,feud,-99,-99,-99,10,2,
biology,temper,-99,-99,-99,11,2,
rock,milk,-99,-99,-99,12,2,
remind,foam,-99,-99,-99,13,2,
capital,figure,-99,-99,-99,14,2,
nerve,bumper,-99,-99,-99,15,2,
link,crisis,-99,-99,-99,16,2,
anger,decay,-99,-99,-99,17,2,
bias,sirloin,-99,-99,-99,18,2,
shrink,mafia,-99,-99,-99,19,2,
smother,surgery,-99,-99,-99,20,2,
copy,bedroom,-99,-99,-99,21,2,
caring,skirt,-99,-99,-99,22,2,
bleach,ruin,-99,-99,-99,23,2,
pea,bathtub,-99,-99,-99,24,2,
chicken,beet,-99,-99,-99,25,2,
date,laugh,-99,-99,-99,26,2,
port,cinema,-99,-99,-99,27,2,
fee,chowder,-99,-99,-99,28,2,
forest,knob,-99,-99,-99,29,2,
need,faucet,-99,-99,-99,30,2,
plant,worm,-99,-99,-99,31,2,
prison,loaf,-99,-99,-99,32,2,
knock,otter,-99,-99,-99,33,2,
collect,loyalty,-99,-99,-99,34,2,
calf,annoy,-99,-99,-99,35,2,
glue,force,-99,-99,-99,36,2,
mill,feast,-99,-99,-99,37,2,
pork,emperor,-99,-99,-99,38,2,
banner,glide,-99,-99,-99,39,2,
process,joker,-99,-99,-99,40,2,
forest,knob,65,5.196,2.902,1,3,
climax,saucer,10,3.12,1.583,2,3,
pork,emperor,10,4.053,1.278,3,3,
fee,chowder,20,4.807,1.111,4,3,
bullet,walkway,60,2.663,0.896,5,3,
bleach,ruin,1,2.591,0.743,6,3,
anger,decay,15,5.695,1.406,7,3,
chicken,beet,71,3.055,0.951,8,3,
find,clown,25,2.831,0.74,9,3,
rock,milk,13,2.902,0.755,10,3,
remind,foam,14,3.902,1.175,11,3,
link,crisis,59,4.655,1.352,12,3,
shrink,mafia,59,3.185,1.272,13,3,
caring,skirt,77,2.232,0.71,14,3,
risk,zero,80,2.389,0.885,15,3,
knock,otter,90,2.823,1.207,16,3,
copy,bedroom,14,2.23,0.845,17,3,
capital,figure,23,3.959,0.847,18,3,
need,faucet,63,2.319,0.807,19,3,
process,joker,7,2.142,0.822,20,3,
collect,loyalty,78,3.647,0.848,21,3,
port,cinema,81,2.006,0.764,22,3,
biology,temper,19,2.215,0.898,23,3,
grip,beach,18,2.855,1.729,24,3,
replace,roach,1,1.71,0.813,25,3,
visit,glove,57,2.453,1.19,26,3,
banner,glide,34,2.231,0.984,27,3,
prison,loaf,26,3.319,0.922,28,3,
want,ascent,16,2.479,0.983,29,3,
mill,feast,64,1.895,0.831,30,3,
fan,feature,75,2.135,0.848,31,3,
nerve,bumper,22,2.631,0.664,32,3,
bacon,feud,10,2.959,0.816,33,3,
calf,annoy,19,12.432,11.441,34,3,
pea,bathtub,96,3.519,1.975,35,3,
bias,sirloin,15,1.863,0.873,36,3,
plant,worm,77,2.198,1.115,37,3,
date,laugh,14,1.768,0.64,38,3,
glue,force,17,1.807,0.807,39,3,
smother,surgery,75,2.07,0.855,40,3,

