word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
fee,chowder,25,3.67,0.822,0,1,-,-99,-99,
want,ascent,25,3.45,1.243,1,1,I don't know...,16.113,12.643,
visit,glove,25,4.168,1.064,0,1,-,-99,-99,
remind,foam,25,3.545,0.793,0,1,-,-99,-99,
process,joker,25,4.16,1.266,0,1,-,-99,-99,
climax,saucer,25,3.739,0.953,0,1,-,-99,-99,
prison,loaf,25,3.659,1.079,0,1,-,-99,-99,
replace,roach,25,3.447,0.947,1,1,I don't know...,22.43,7.09,
pea,bathtub,25,3.316,0.976,1,1,I don't know...,8.869,3.701,
need,faucet,25,4.317,1.237,0,1,-,-99,-99,
rock,milk,25,3.176,0.98,1,1,I don't know...,3.572,2.948,
forest,knob,25,4.325,1.269,0,1,-,-99,-99,
copy,bedroom,25,4.67,0.936,0,1,-,-99,-99,
collect,loyalty,25,4.615,1.297,1,1,sirloin ,9.508,3.683,
smother,surgery,25,2.861,1.147,0,1,-,-99,-99,
pork,emperor,25,4.247,0.924,0,1,-,-99,-99,
fan,feature,25,5.123,0.796,0,1,-,-99,-99,
find,clown,25,5.294,1.088,0,1,-,-99,-99,
chicken,beet,25,3.037,0.675,1,1,I don't know...,4.384,3.409,
risk,zero,25,4.489,1.213,0,1,-,-99,-99,
anger,decay,25,5.178,1.23,0,1,-,-99,-99,
biology,temper,25,4.619,2.504,0,1,-,-99,-99,
glue,force,25,3.933,1.143,1,1,I don't know...,3.765,3.211,
calf,annoy,25,7.735,0.898,0,1,-,-99,-99,
capital,figure,25,4.662,2.176,1,1,I don't know...,6.968,6.43,
date,laugh,25,3.177,0.945,1,1,I don't know...,3.654,3.225,
knock,otter,25,3.111,0.79,0,1,-,-99,-99,
link,crisis,25,5.634,0.848,1,1,I don't know...,2.698,2.24,
banner,glide,25,4.302,0.848,1,1,wave,6.869,4.872,
bleach,ruin,25,3.559,0.885,1,1,I don't know...,3.06,2.616,
shrink,mafia,25,5.373,1.246,0,1,-,-99,-99,
bias,sirloin,25,3.441,0.989,1,1,I don't know...,2.569,2.109,
