word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
bias,sirloin,68,1.911,1.057,1,8,sirloin,3.983,1.807,
prison,loaf,71,2.351,1.155,0,26,-,-99,-99,
port,cinema,89,2.999,1.489,1,3,cinema,4.43,1.959,
pork,emperor,100,2.599,1.551,0,29,-,-99,-99,
chicken,beet,91,2.391,1.175,1,21,beet,2.724,1.629,
rock,milk,16,3.415,2.07,1,20,child,12.336,10.504,
knock,otter,1,2.287,1.16,1,3, ,2.551,2.071,
glue,force,85,2.551,1.119,0,40,-,-99,-99,
forest,knob,80,2.639,1.353,1,30,knob,4.517,2.324,
remind,foam,20,6.087,2.329,0,33,-,-99,-99,
fee,chowder,1,2.584,1.159,0,1,-,-99,-99,
nerve,bumper,49,3.223,2.247,1,36, ,2.032,1.752,
shrink,mafia,78,2.687,1.754,1,8,mafia,3.183,1.703,
plant,worm,100,2.176,1.055,0,4,-,-99,-99,
find,clown,79,2.134,1.222,0,8,-,-99,-99,
date,laugh,86,2.381,1.262,1,28,laugh,3.634,1.874,
anger,decay,50,7.806,3.7,0,1,-,-99,-99,
smother,surgery,37,7.094,1.158,0,8,-,-99,-99,
need,faucet,77,4.175,2.194,0,1,-,-99,-99,
pea,bathtub,100,1.991,1.039,1,31,bathtub,4.135,1.759,
grip,beach,4,3.071,1.609,0,27,-,-99,-99,
bacon,feud,100,2.215,1.053,1,5,feud,2.954,1.49,
capital,figure,26,6.239,3.976,1,1,inscription,6.423,3.495,
process,joker,1,1.999,0.991,1,2, ,2.031,1.631,
biology,temper,7,2.519,1.338,1,23, ,2.639,2.335,
climax,saucer,77,2.535,1.163,1,39,saucer,3.534,0.927,
banner,glide,77,3.88,1.215,0,8,-,-99,-99,
collect,loyalty,88,2.838,1.366,0,35,-,-99,-99,
visit,glove,1,2.662,1.47,0,19,-,-99,-99,
link,crisis,1,3.088,1.991,1,38, ,2.412,1.95,
fan,feature,1,2.359,1.319,0,3,-,-99,-99,
bleach,ruin,100,1.992,1.031,1,1,ruin,2.941,1.494,
want,ascent,1,2.247,1.087,0,34,-,-99,-99,
risk,zero,98,2.471,1.102,0,1,-,-99,-99,
mill,feast,76,2.479,1.136,1,8,feast,5.455,4.184,
caring,skirt,100,2.24,1.089,0,2,-,-99,-99,
copy,bedroom,14,2.287,1.15,0,7,-,-99,-99,
bullet,walkway,89,2.319,1.038,0,23,-,-99,-99,
replace,roach,1,3.928,2.04,1,1, ,4.05,3.659,
calf,annoy,4,3.367,1.728,1,1, ,2.255,1.911,
nerve,bumper,49,3.223,2.247,1,36, ,4.455,4.081,
bullet,walkway,89,2.319,1.038,0,23,-,-99,-99,
want,ascent,1,2.247,1.087,0,34,-,-99,-99,
find,clown,79,2.134,1.222,0,8,-,-99,-99,
mill,feast,76,2.479,1.136,1,8,festival,6.752,2.432,
fan,feature,1,2.359,1.319,0,3,-,-99,-99,
bleach,ruin,100,1.992,1.031,1,1,ruin,3.176,1.544,
banner,glide,77,3.88,1.215,0,8,-,-99,-99,
rock,milk,16,3.415,2.07,1,20,bottom,4.477,2.085,
calf,annoy,4,3.367,1.728,1,1, ,4.119,3.703,
port,cinema,89,2.999,1.489,1,3,cinema,4.608,1.456,
plant,worm,100,2.176,1.055,0,4,-,-99,-99,
replace,roach,1,3.928,2.04,1,1, ,4.262,3.926,
shrink,mafia,78,2.687,1.754,1,8,mafia,3.271,1.615,
climax,saucer,77,2.535,1.163,1,39,saucer,5.248,2.616,
copy,bedroom,14,2.287,1.15,0,7,-,-99,-99,
collect,loyalty,88,2.838,1.366,0,35,-,-99,-99,
fee,chowder,1,2.584,1.159,0,1,-,-99,-99,
anger,decay,50,7.806,3.7,0,1,-,-99,-99,
bacon,feud,100,2.215,1.053,1,5,feud,4.01,2.466,
grip,beach,4,3.071,1.609,0,27,-,-99,-99,
visit,glove,1,2.662,1.47,0,19,-,-99,-99,
pea,bathtub,100,1.991,1.039,1,31,bathtub,6.492,4.333,
need,faucet,77,4.175,2.194,0,1,-,-99,-99,
caring,skirt,100,2.24,1.089,0,2,-,-99,-99,
knock,otter,1,2.287,1.16,1,3,forest,4.965,3.085,
pork,emperor,100,2.599,1.551,0,29,-,-99,-99,
date,laugh,86,2.381,1.262,1,28,laugh,3.62,1.876,
forest,knob,80,2.639,1.353,1,30,knob,5.08,1.92,
capital,figure,26,6.239,3.976,1,1,inscription,6.24,4.04,
smother,surgery,37,7.094,1.158,0,8,-,-99,-99,
link,crisis,1,3.088,1.991,1,38, ,2.95,2.678,
biology,temper,7,2.519,1.338,1,23, ,1.287,0.927,
glue,force,85,2.551,1.119,0,40,-,-99,-99,
risk,zero,98,2.471,1.102,0,1,-,-99,-99,
chicken,beet,91,2.391,1.175,1,21,beet,2.476,1.436,
remind,foam,20,6.087,2.329,0,33,-,-99,-99,
prison,loaf,71,2.351,1.155,0,26,-,-99,-99,
bias,sirloin,68,1.911,1.057,1,8,sirloin,4.898,2.642,
process,joker,1,1.999,0.991,1,2, ,2.943,2.639,
knock,otter,1,2.287,1.16,1,3, ,2.248,1.952,
climax,saucer,77,2.535,1.163,1,39,saucer,4.294,1.063,
rock,milk,16,3.415,2.07,1,20, ,2.048,1.744,
capital,figure,26,6.239,3.976,1,1,inscription,4.04,1.648,
replace,roach,1,3.928,2.04,1,1, ,4.126,3.879,
date,laugh,86,2.381,1.262,1,28,laugh,3.28,1.496,
smother,surgery,37,7.094,1.158,0,8,-,-99,-99,
