word1,word2,jol,jolrt,jolrtfirst,trial,list,
chicken,beet,-99,-99,-99,1,1,
banner,glide,-99,-99,-99,2,1,
fan,feature,-99,-99,-99,3,1,
bullet,walkway,-99,-99,-99,4,1,
shrink,mafia,-99,-99,-99,5,1,
anger,decay,-99,-99,-99,6,1,
glue,force,-99,-99,-99,7,1,
nerve,bumper,-99,-99,-99,8,1,
forest,knob,-99,-99,-99,9,1,
fee,chowder,-99,-99,-99,10,1,
remind,foam,-99,-99,-99,11,1,
need,faucet,-99,-99,-99,12,1,
date,laugh,-99,-99,-99,13,1,
pea,bathtub,-99,-99,-99,14,1,
bacon,feud,-99,-99,-99,15,1,
rock,milk,-99,-99,-99,16,1,
mill,feast,-99,-99,-99,17,1,
port,cinema,-99,-99,-99,18,1,
find,clown,-99,-99,-99,19,1,
biology,temper,-99,-99,-99,20,1,
process,joker,-99,-99,-99,21,1,
bias,sirloin,-99,-99,-99,22,1,
plant,worm,-99,-99,-99,23,1,
replace,roach,-99,-99,-99,24,1,
risk,zero,-99,-99,-99,25,1,
grip,beach,-99,-99,-99,26,1,
smother,surgery,-99,-99,-99,27,1,
capital,figure,-99,-99,-99,28,1,
prison,loaf,-99,-99,-99,29,1,
copy,bedroom,-99,-99,-99,30,1,
collect,loyalty,-99,-99,-99,31,1,
knock,otter,-99,-99,-99,32,1,
link,crisis,-99,-99,-99,33,1,
climax,saucer,-99,-99,-99,34,1,
pork,emperor,-99,-99,-99,35,1,
bleach,ruin,-99,-99,-99,36,1,
calf,annoy,-99,-99,-99,37,1,
want,ascent,-99,-99,-99,38,1,
caring,skirt,-99,-99,-99,39,1,
visit,glove,-99,-99,-99,40,1,
want,ascent,-99,-99,-99,1,2,
calf,annoy,-99,-99,-99,2,2,
grip,beach,-99,-99,-99,3,2,
rock,milk,-99,-99,-99,4,2,
bias,sirloin,-99,-99,-99,5,2,
nerve,bumper,-99,-99,-99,6,2,
remind,foam,-99,-99,-99,7,2,
caring,skirt,-99,-99,-99,8,2,
capital,figure,-99,-99,-99,9,2,
forest,knob,-99,-99,-99,10,2,
port,cinema,-99,-99,-99,11,2,
fan,feature,-99,-99,-99,12,2,
visit,glove,-99,-99,-99,13,2,
glue,force,-99,-99,-99,14,2,
biology,temper,-99,-99,-99,15,2,
chicken,beet,-99,-99,-99,16,2,
anger,decay,-99,-99,-99,17,2,
shrink,mafia,-99,-99,-99,18,2,
knock,otter,-99,-99,-99,19,2,
need,faucet,-99,-99,-99,20,2,
date,laugh,-99,-99,-99,21,2,
collect,loyalty,-99,-99,-99,22,2,
find,clown,-99,-99,-99,23,2,
banner,glide,-99,-99,-99,24,2,
replace,roach,-99,-99,-99,25,2,
plant,worm,-99,-99,-99,26,2,
pork,emperor,-99,-99,-99,27,2,
process,joker,-99,-99,-99,28,2,
bullet,walkway,-99,-99,-99,29,2,
smother,surgery,-99,-99,-99,30,2,
fee,chowder,-99,-99,-99,31,2,
mill,feast,-99,-99,-99,32,2,
prison,loaf,-99,-99,-99,33,2,
risk,zero,-99,-99,-99,34,2,
climax,saucer,-99,-99,-99,35,2,
link,crisis,-99,-99,-99,36,2,
pea,bathtub,-99,-99,-99,37,2,
bacon,feud,-99,-99,-99,38,2,
copy,bedroom,-99,-99,-99,39,2,
bleach,ruin,-99,-99,-99,40,2,
risk,zero,85,10.057,7.018,1,3,
pork,emperor,1,3.71,2.249,2,3,
smother,surgery,1,3.866,2.189,3,3,
visit,glove,1,4.24,1.804,4,3,
date,laugh,1,3.459,2.165,5,3,
rock,milk,1,11.233,9.758,6,3,
fan,feature,83,5.703,4.204,7,3,
copy,bedroom,1,3.813,2.574,8,3,
bullet,walkway,81,3.906,2.565,9,3,
glue,force,6,5.035,2.773,10,3,
chicken,beet,82,4.618,1.722,11,3,
bleach,ruin,86,3.411,2.193,12,3,
remind,foam,1,6.323,5.115,13,3,
port,cinema,87,6.556,5.124,14,3,
need,faucet,1,4.41,3.169,15,3,
replace,roach,1,3.674,2.316,16,3,
want,ascent,1,3.112,1.769,17,3,
climax,saucer,85,3.347,2.101,18,3,
nerve,bumper,1,4.759,2.561,19,3,
prison,loaf,1,3.591,2.193,20,3,
biology,temper,9,11.2,9.892,21,3,
collect,loyalty,71,5.738,2.8,22,3,
capital,figure,1,3.363,2.006,23,3,
bias,sirloin,1,3.313,1.925,24,3,
find,clown,1,2.916,1.726,25,3,
fee,chowder,1,3.379,1.91,26,3,
anger,decay,1,6.88,2.742,27,3,
caring,skirt,1,2.906,1.775,28,3,
plant,worm,76,5.054,3.821,29,3,
forest,knob,1,3.832,2.618,30,3,
grip,beach,1,3.098,1.916,31,3,
link,crisis,1,3.213,1.927,32,3,
banner,glide,1,3.282,2.051,33,3,
knock,otter,1,3.221,1.749,34,3,
shrink,mafia,1,2.806,1.615,35,3,
mill,feast,1,3.285,1.928,36,3,
pea,bathtub,82,3.382,1.996,37,3,
calf,annoy,82,4.003,2.726,38,3,
bacon,feud,1,3.044,1.775,39,3,
process,joker,1,3.416,1.971,40,3,

