word1,word2,jol,jolrt,jolrtfirst,trial,list,
forest,knob,-99,-99,-99,1,1,
fan,feature,-99,-99,-99,2,1,
replace,roach,-99,-99,-99,3,1,
chicken,beet,-99,-99,-99,4,1,
glue,force,-99,-99,-99,5,1,
bullet,walkway,-99,-99,-99,6,1,
pea,bathtub,-99,-99,-99,7,1,
collect,loyalty,-99,-99,-99,8,1,
risk,zero,-99,-99,-99,9,1,
visit,glove,-99,-99,-99,10,1,
biology,temper,-99,-99,-99,11,1,
copy,bedroom,-99,-99,-99,12,1,
calf,annoy,-99,-99,-99,13,1,
bacon,feud,-99,-99,-99,14,1,
bias,sirloin,-99,-99,-99,15,1,
port,cinema,-99,-99,-99,16,1,
mill,feast,-99,-99,-99,17,1,
want,ascent,-99,-99,-99,18,1,
need,faucet,-99,-99,-99,19,1,
climax,saucer,-99,-99,-99,20,1,
nerve,bumper,-99,-99,-99,21,1,
capital,figure,-99,-99,-99,22,1,
process,joker,-99,-99,-99,23,1,
prison,loaf,-99,-99,-99,24,1,
shrink,mafia,-99,-99,-99,25,1,
link,crisis,-99,-99,-99,26,1,
pork,emperor,-99,-99,-99,27,1,
bleach,ruin,-99,-99,-99,28,1,
remind,foam,-99,-99,-99,29,1,
caring,skirt,-99,-99,-99,30,1,
fee,chowder,-99,-99,-99,31,1,
grip,beach,-99,-99,-99,32,1,
find,clown,-99,-99,-99,33,1,
date,laugh,-99,-99,-99,34,1,
knock,otter,-99,-99,-99,35,1,
banner,glide,-99,-99,-99,36,1,
plant,worm,-99,-99,-99,37,1,
anger,decay,-99,-99,-99,38,1,
rock,milk,-99,-99,-99,39,1,
smother,surgery,-99,-99,-99,40,1,
risk,zero,-99,-99,-99,1,2,
glue,force,-99,-99,-99,2,2,
biology,temper,-99,-99,-99,3,2,
pea,bathtub,-99,-99,-99,4,2,
prison,loaf,-99,-99,-99,5,2,
smother,surgery,-99,-99,-99,6,2,
nerve,bumper,-99,-99,-99,7,2,
collect,loyalty,-99,-99,-99,8,2,
calf,annoy,-99,-99,-99,9,2,
port,cinema,-99,-99,-99,10,2,
remind,foam,-99,-99,-99,11,2,
grip,beach,-99,-99,-99,12,2,
bleach,ruin,-99,-99,-99,13,2,
mill,feast,-99,-99,-99,14,2,
caring,skirt,-99,-99,-99,15,2,
knock,otter,-99,-99,-99,16,2,
plant,worm,-99,-99,-99,17,2,
bias,sirloin,-99,-99,-99,18,2,
capital,figure,-99,-99,-99,19,2,
pork,emperor,-99,-99,-99,20,2,
bacon,feud,-99,-99,-99,21,2,
replace,roach,-99,-99,-99,22,2,
need,faucet,-99,-99,-99,23,2,
link,crisis,-99,-99,-99,24,2,
chicken,beet,-99,-99,-99,25,2,
date,laugh,-99,-99,-99,26,2,
rock,milk,-99,-99,-99,27,2,
bullet,walkway,-99,-99,-99,28,2,
shrink,mafia,-99,-99,-99,29,2,
fee,chowder,-99,-99,-99,30,2,
fan,feature,-99,-99,-99,31,2,
want,ascent,-99,-99,-99,32,2,
process,joker,-99,-99,-99,33,2,
climax,saucer,-99,-99,-99,34,2,
banner,glide,-99,-99,-99,35,2,
anger,decay,-99,-99,-99,36,2,
copy,bedroom,-99,-99,-99,37,2,
find,clown,-99,-99,-99,38,2,
forest,knob,-99,-99,-99,39,2,
visit,glove,-99,-99,-99,40,2,
glue,force,1,5.008,2.225,1,3,
pork,emperor,18,2.136,1.256,2,3,
find,clown,1,2.44,1.637,3,3,
prison,loaf,52,3.063,1.394,4,3,
date,laugh,1,2.901,2.219,5,3,
climax,saucer,1,1.69,1.039,6,3,
chicken,beet,1,1.85,1.003,7,3,
fan,feature,1,2.273,1.252,8,3,
banner,glide,1,2.523,1.076,9,3,
knock,otter,1,1.826,0.983,10,3,
collect,loyalty,1,1.968,1.263,11,3,
remind,foam,1,2.138,1.247,12,3,
port,cinema,1,1.842,1.008,13,3,
biology,temper,1,2.318,1.17,14,3,
process,joker,1,2.078,1.345,15,3,
fee,chowder,1,20.384,0.986,16,3,
shrink,mafia,29,2.473,1.4,17,3,
grip,beach,1,2.123,1.125,18,3,
visit,glove,1,1.772,0.982,19,3,
bullet,walkway,1,1.756,0.829,20,3,
forest,knob,20,2.413,1.179,21,3,
rock,milk,1,1.947,1.086,22,3,
copy,bedroom,1,1.73,0.975,23,3,
risk,zero,37,3.409,1.929,24,3,
capital,figure,1,2.494,0.896,25,3,
caring,skirt,1,1.499,0.828,26,3,
bleach,ruin,23,2.965,1.431,27,3,
replace,roach,1,2.089,1.243,28,3,
anger,decay,1,1.699,0.952,29,3,
smother,surgery,1,1.804,0.823,30,3,
bias,sirloin,9,2.211,1.4,31,3,
nerve,bumper,1,1.364,0.575,32,3,
mill,feast,1,2.075,1.159,33,3,
link,crisis,1,1.54,0.73,34,3,
calf,annoy,1,1.85,1.007,35,3,
pea,bathtub,1,2.173,1.004,36,3,
bacon,feud,24,3.133,0.84,37,3,
need,faucet,1,1.536,0.781,38,3,
want,ascent,1,1.469,0.741,39,3,
plant,worm,1,1.827,0.986,40,3,

