word1,word2,jol,jolrt,jolrtfirst,trial,list,
knock,otter,-99,-99,-99,1,1,
grip,beach,-99,-99,-99,2,1,
port,cinema,-99,-99,-99,3,1,
anger,decay,-99,-99,-99,4,1,
collect,loyalty,-99,-99,-99,5,1,
chicken,beet,-99,-99,-99,6,1,
forest,knob,-99,-99,-99,7,1,
mill,feast,-99,-99,-99,8,1,
fee,chowder,-99,-99,-99,9,1,
fan,feature,-99,-99,-99,10,1,
bacon,feud,-99,-99,-99,11,1,
bias,sirloin,-99,-99,-99,12,1,
want,ascent,-99,-99,-99,13,1,
process,joker,-99,-99,-99,14,1,
copy,bedroom,-99,-99,-99,15,1,
climax,saucer,-99,-99,-99,16,1,
banner,glide,-99,-99,-99,17,1,
caring,skirt,-99,-99,-99,18,1,
glue,force,-99,-99,-99,19,1,
link,crisis,-99,-99,-99,20,1,
capital,figure,-99,-99,-99,21,1,
plant,worm,-99,-99,-99,22,1,
prison,loaf,-99,-99,-99,23,1,
smother,surgery,-99,-99,-99,24,1,
calf,annoy,-99,-99,-99,25,1,
rock,milk,-99,-99,-99,26,1,
pea,bathtub,-99,-99,-99,27,1,
visit,glove,-99,-99,-99,28,1,
replace,roach,-99,-99,-99,29,1,
date,laugh,-99,-99,-99,30,1,
nerve,bumper,-99,-99,-99,31,1,
risk,zero,-99,-99,-99,32,1,
bullet,walkway,-99,-99,-99,33,1,
bleach,ruin,-99,-99,-99,34,1,
find,clown,-99,-99,-99,35,1,
need,faucet,-99,-99,-99,36,1,
shrink,mafia,-99,-99,-99,37,1,
pork,emperor,-99,-99,-99,38,1,
biology,temper,-99,-99,-99,39,1,
remind,foam,-99,-99,-99,40,1,
shrink,mafia,-99,-99,-99,1,2,
pork,emperor,-99,-99,-99,2,2,
collect,loyalty,-99,-99,-99,3,2,
climax,saucer,-99,-99,-99,4,2,
process,joker,-99,-99,-99,5,2,
nerve,bumper,-99,-99,-99,6,2,
pea,bathtub,-99,-99,-99,7,2,
visit,glove,-99,-99,-99,8,2,
mill,feast,-99,-99,-99,9,2,
chicken,beet,-99,-99,-99,10,2,
rock,milk,-99,-99,-99,11,2,
link,crisis,-99,-99,-99,12,2,
need,faucet,-99,-99,-99,13,2,
calf,annoy,-99,-99,-99,14,2,
fee,chowder,-99,-99,-99,15,2,
bacon,feud,-99,-99,-99,16,2,
glue,force,-99,-99,-99,17,2,
knock,otter,-99,-99,-99,18,2,
date,laugh,-99,-99,-99,19,2,
prison,loaf,-99,-99,-99,20,2,
biology,temper,-99,-99,-99,21,2,
fan,feature,-99,-99,-99,22,2,
capital,figure,-99,-99,-99,23,2,
bleach,ruin,-99,-99,-99,24,2,
bias,sirloin,-99,-99,-99,25,2,
risk,zero,-99,-99,-99,26,2,
anger,decay,-99,-99,-99,27,2,
want,ascent,-99,-99,-99,28,2,
grip,beach,-99,-99,-99,29,2,
plant,worm,-99,-99,-99,30,2,
caring,skirt,-99,-99,-99,31,2,
forest,knob,-99,-99,-99,32,2,
remind,foam,-99,-99,-99,33,2,
bullet,walkway,-99,-99,-99,34,2,
smother,surgery,-99,-99,-99,35,2,
copy,bedroom,-99,-99,-99,36,2,
port,cinema,-99,-99,-99,37,2,
replace,roach,-99,-99,-99,38,2,
find,clown,-99,-99,-99,39,2,
banner,glide,-99,-99,-99,40,2,
grip,beach,31,5.28,3.304,1,3,
chicken,beet,58,4.238,1.879,2,3,
need,faucet,6,2.608,1.377,3,3,
shrink,mafia,11,4.394,2.185,4,3,
link,crisis,5,3.581,1.669,5,3,
fan,feature,8,3.268,1.847,6,3,
caring,skirt,31,2.999,2.019,7,3,
want,ascent,31,3.079,1.89,8,3,
collect,loyalty,64,4.553,3.26,9,3,
forest,knob,71,2.742,1.424,10,3,
mill,feast,11,5.484,2.485,11,3,
rock,milk,38,5.303,2.85,12,3,
capital,figure,1,3.15,1.76,13,3,
biology,temper,19,3.376,2.257,14,3,
remind,foam,10,2.823,1.902,15,3,
risk,zero,22,2.842,2.08,16,3,
visit,glove,13,2.638,1.781,17,3,
bleach,ruin,68,5.229,4.1,18,3,
pork,emperor,72,2.423,1.377,19,3,
bacon,feud,67,5.063,2.232,20,3,
banner,glide,70,2.774,1.736,21,3,
copy,bedroom,62,3.047,2.184,22,3,
knock,otter,36,5.407,4.097,23,3,
calf,annoy,10,2.414,1.615,24,3,
port,cinema,7,2.71,1.775,25,3,
process,joker,9,2.283,1.449,26,3,
bias,sirloin,10,2.87,1.693,27,3,
anger,decay,16,2.654,1.911,28,3,
date,laugh,73,3.071,2.083,29,3,
replace,roach,9,2.153,1.392,30,3,
smother,surgery,64,4.985,3.942,31,3,
nerve,bumper,9,2.137,1.339,32,3,
find,clown,11,2.073,1.295,33,3,
climax,saucer,70,2.822,1.785,34,3,
prison,loaf,59,3.191,2.343,35,3,
fee,chowder,9,3.318,2.52,36,3,
pea,bathtub,71,3.519,2.548,37,3,
glue,force,57,3.102,2.185,38,3,
plant,worm,61,2.617,1.825,39,3,
bullet,walkway,13,2.534,1.751,40,3,

