word1,word2,jol,jolrt,jolrtfirst,trial,list,
bullet,walkway,-99,-99,-99,1,1,
caring,skirt,-99,-99,-99,2,1,
capital,figure,-99,-99,-99,3,1,
grip,beach,-99,-99,-99,4,1,
visit,glove,-99,-99,-99,5,1,
port,cinema,-99,-99,-99,6,1,
plant,worm,-99,-99,-99,7,1,
replace,roach,-99,-99,-99,8,1,
process,joker,-99,-99,-99,9,1,
remind,foam,-99,-99,-99,10,1,
fee,chowder,-99,-99,-99,11,1,
calf,annoy,-99,-99,-99,12,1,
collect,loyalty,-99,-99,-99,13,1,
link,crisis,-99,-99,-99,14,1,
knock,otter,-99,-99,-99,15,1,
need,faucet,-99,-99,-99,16,1,
mill,feast,-99,-99,-99,17,1,
risk,zero,-99,-99,-99,18,1,
glue,force,-99,-99,-99,19,1,
banner,glide,-99,-99,-99,20,1,
biology,temper,-99,-99,-99,21,1,
prison,loaf,-99,-99,-99,22,1,
find,clown,-99,-99,-99,23,1,
rock,milk,-99,-99,-99,24,1,
forest,knob,-99,-99,-99,25,1,
climax,saucer,-99,-99,-99,26,1,
chicken,beet,-99,-99,-99,27,1,
pea,bathtub,-99,-99,-99,28,1,
date,laugh,-99,-99,-99,29,1,
bleach,ruin,-99,-99,-99,30,1,
bacon,feud,-99,-99,-99,31,1,
want,ascent,-99,-99,-99,32,1,
pork,emperor,-99,-99,-99,33,1,
copy,bedroom,-99,-99,-99,34,1,
shrink,mafia,-99,-99,-99,35,1,
fan,feature,-99,-99,-99,36,1,
anger,decay,-99,-99,-99,37,1,
nerve,bumper,-99,-99,-99,38,1,
smother,surgery,-99,-99,-99,39,1,
bias,sirloin,-99,-99,-99,40,1,
caring,skirt,-99,-99,-99,1,2,
collect,loyalty,-99,-99,-99,2,2,
bleach,ruin,-99,-99,-99,3,2,
climax,saucer,-99,-99,-99,4,2,
grip,beach,-99,-99,-99,5,2,
port,cinema,-99,-99,-99,6,2,
fee,chowder,-99,-99,-99,7,2,
want,ascent,-99,-99,-99,8,2,
shrink,mafia,-99,-99,-99,9,2,
bacon,feud,-99,-99,-99,10,2,
date,laugh,-99,-99,-99,11,2,
copy,bedroom,-99,-99,-99,12,2,
pork,emperor,-99,-99,-99,13,2,
forest,knob,-99,-99,-99,14,2,
knock,otter,-99,-99,-99,15,2,
capital,figure,-99,-99,-99,16,2,
prison,loaf,-99,-99,-99,17,2,
bullet,walkway,-99,-99,-99,18,2,
risk,zero,-99,-99,-99,19,2,
pea,bathtub,-99,-99,-99,20,2,
need,faucet,-99,-99,-99,21,2,
glue,force,-99,-99,-99,22,2,
banner,glide,-99,-99,-99,23,2,
rock,milk,-99,-99,-99,24,2,
link,crisis,-99,-99,-99,25,2,
bias,sirloin,-99,-99,-99,26,2,
smother,surgery,-99,-99,-99,27,2,
replace,roach,-99,-99,-99,28,2,
biology,temper,-99,-99,-99,29,2,
plant,worm,-99,-99,-99,30,2,
remind,foam,-99,-99,-99,31,2,
visit,glove,-99,-99,-99,32,2,
mill,feast,-99,-99,-99,33,2,
chicken,beet,-99,-99,-99,34,2,
fan,feature,-99,-99,-99,35,2,
find,clown,-99,-99,-99,36,2,
process,joker,-99,-99,-99,37,2,
nerve,bumper,-99,-99,-99,38,2,
calf,annoy,-99,-99,-99,39,2,
anger,decay,-99,-99,-99,40,2,
fan,feature,30,2.997,1.439,1,3,
chicken,beet,100,3.257,1.934,2,3,
fee,chowder,100,2.186,1.133,3,3,
plant,worm,100,2.015,1.119,4,3,
glue,force,100,2.153,1.184,5,3,
replace,roach,18,2.241,1.228,6,3,
mill,feast,29,2.171,1.098,7,3,
biology,temper,34,2.112,0.9,8,3,
bullet,walkway,38,1.9,1.064,9,3,
link,crisis,100,1.8,0.75,10,3,
shrink,mafia,29,2.404,1.308,11,3,
pork,emperor,36,2.016,1.131,12,3,
climax,saucer,100,2.014,0.874,13,3,
process,joker,100,1.894,0.979,14,3,
remind,foam,100,2.847,0.938,15,3,
find,clown,1,2.162,0.996,16,3,
pea,bathtub,28,4.095,1.905,17,3,
nerve,bumper,28,6.65,5.683,18,3,
port,cinema,97,1.899,0.919,19,3,
visit,glove,32,1.547,0.771,20,3,
anger,decay,72,1.453,0.454,21,3,
forest,knob,22,1.277,0.58,22,3,
banner,glide,81,1.905,1.005,23,3,
bleach,ruin,77,3.415,1.217,24,3,
capital,figure,23,1.292,0.55,25,3,
calf,annoy,94,1.238,0.423,26,3,
bacon,feud,30,1.485,0.435,27,3,
copy,bedroom,84,1.264,0.552,28,3,
collect,loyalty,21,1.408,0.599,29,3,
prison,loaf,93,1.353,0.642,30,3,
need,faucet,30,1.395,0.59,31,3,
date,laugh,87,1.405,0.676,32,3,
bias,sirloin,30,2.444,0.713,33,3,
want,ascent,80,1.633,0.857,34,3,
caring,skirt,85,1.185,0.506,35,3,
knock,otter,89,1.513,0.535,36,3,
rock,milk,30,1.485,0.734,37,3,
risk,zero,70,13.457,0.536,38,3,
smother,surgery,24,1.952,1.141,39,3,
grip,beach,79,1.636,0.52,40,3,

