word1,word2,jol,jolrt,jolrtfirst,trial,list,
visit,glove,-99,-99,-99,1,1,
glue,force,-99,-99,-99,2,1,
date,laugh,-99,-99,-99,3,1,
rock,milk,-99,-99,-99,4,1,
forest,knob,-99,-99,-99,5,1,
risk,zero,-99,-99,-99,6,1,
port,cinema,-99,-99,-99,7,1,
bacon,feud,-99,-99,-99,8,1,
anger,decay,-99,-99,-99,9,1,
mill,feast,-99,-99,-99,10,1,
bullet,walkway,-99,-99,-99,11,1,
find,clown,-99,-99,-99,12,1,
banner,glide,-99,-99,-99,13,1,
smother,surgery,-99,-99,-99,14,1,
shrink,mafia,-99,-99,-99,15,1,
climax,saucer,-99,-99,-99,16,1,
knock,otter,-99,-99,-99,17,1,
link,crisis,-99,-99,-99,18,1,
fee,chowder,-99,-99,-99,19,1,
bias,sirloin,-99,-99,-99,20,1,
pork,emperor,-99,-99,-99,21,1,
plant,worm,-99,-99,-99,22,1,
collect,loyalty,-99,-99,-99,23,1,
want,ascent,-99,-99,-99,24,1,
copy,bedroom,-99,-99,-99,25,1,
remind,foam,-99,-99,-99,26,1,
grip,beach,-99,-99,-99,27,1,
caring,skirt,-99,-99,-99,28,1,
biology,temper,-99,-99,-99,29,1,
replace,roach,-99,-99,-99,30,1,
nerve,bumper,-99,-99,-99,31,1,
calf,annoy,-99,-99,-99,32,1,
process,joker,-99,-99,-99,33,1,
pea,bathtub,-99,-99,-99,34,1,
chicken,beet,-99,-99,-99,35,1,
prison,loaf,-99,-99,-99,36,1,
need,faucet,-99,-99,-99,37,1,
bleach,ruin,-99,-99,-99,38,1,
fan,feature,-99,-99,-99,39,1,
capital,figure,-99,-99,-99,40,1,
shrink,mafia,-99,-99,-99,1,2,
fee,chowder,-99,-99,-99,2,2,
bullet,walkway,-99,-99,-99,3,2,
link,crisis,-99,-99,-99,4,2,
capital,figure,-99,-99,-99,5,2,
prison,loaf,-99,-99,-99,6,2,
replace,roach,-99,-99,-99,7,2,
process,joker,-99,-99,-99,8,2,
collect,loyalty,-99,-99,-99,9,2,
risk,zero,-99,-99,-99,10,2,
rock,milk,-99,-99,-99,11,2,
caring,skirt,-99,-99,-99,12,2,
smother,surgery,-99,-99,-99,13,2,
mill,feast,-99,-99,-99,14,2,
calf,annoy,-99,-99,-99,15,2,
fan,feature,-99,-99,-99,16,2,
pork,emperor,-99,-99,-99,17,2,
bacon,feud,-99,-99,-99,18,2,
visit,glove,-99,-99,-99,19,2,
date,laugh,-99,-99,-99,20,2,
forest,knob,-99,-99,-99,21,2,
plant,worm,-99,-99,-99,22,2,
need,faucet,-99,-99,-99,23,2,
pea,bathtub,-99,-99,-99,24,2,
port,cinema,-99,-99,-99,25,2,
banner,glide,-99,-99,-99,26,2,
bleach,ruin,-99,-99,-99,27,2,
anger,decay,-99,-99,-99,28,2,
biology,temper,-99,-99,-99,29,2,
nerve,bumper,-99,-99,-99,30,2,
grip,beach,-99,-99,-99,31,2,
want,ascent,-99,-99,-99,32,2,
copy,bedroom,-99,-99,-99,33,2,
bias,sirloin,-99,-99,-99,34,2,
find,clown,-99,-99,-99,35,2,
knock,otter,-99,-99,-99,36,2,
glue,force,-99,-99,-99,37,2,
remind,foam,-99,-99,-99,38,2,
chicken,beet,-99,-99,-99,39,2,
climax,saucer,-99,-99,-99,40,2,
want,ascent,12,4.883,1.686,1,3,
prison,loaf,49,3.093,0.706,2,3,
nerve,bumper,15,1.535,0.702,3,3,
smother,surgery,84,2.315,1.363,4,3,
port,cinema,50,2.145,0.474,5,3,
glue,force,17,1.261,0.578,6,3,
rock,milk,12,2.713,2.096,7,3,
knock,otter,13,1.555,0.798,8,3,
forest,knob,17,1.699,0.704,9,3,
replace,roach,8,1.55,0.784,10,3,
link,crisis,13,1.381,0.496,11,3,
fee,chowder,10,1.973,0.498,12,3,
plant,worm,2,1.669,0.686,13,3,
anger,decay,5,1.605,0.742,14,3,
shrink,mafia,13,1.723,0.882,15,3,
fan,feature,22,1.633,0.905,16,3,
climax,saucer,16,1.501,0.51,17,3,
bacon,feud,51,2.701,0.56,18,3,
pea,bathtub,5,1.285,0.583,19,3,
biology,temper,9,1.24,0.59,20,3,
visit,glove,67,3.091,0.542,21,3,
process,joker,7,1.679,0.87,22,3,
need,faucet,4,1.523,0.826,23,3,
find,clown,1,1.419,0.436,24,3,
bias,sirloin,7,1.349,0.528,25,3,
mill,feast,5,3.568,2.569,26,3,
banner,glide,86,3.881,0.481,27,3,
pork,emperor,1,1.933,0.796,28,3,
calf,annoy,5,1.369,0.689,29,3,
chicken,beet,10,1.835,1.119,30,3,
remind,foam,17,1.457,0.476,31,3,
risk,zero,1,1.467,0.634,32,3,
capital,figure,7,1.706,0.857,33,3,
grip,beach,1,1.333,0.491,34,3,
copy,bedroom,11,1.768,0.972,35,3,
caring,skirt,11,1.703,0.881,36,3,
bleach,ruin,4,1.469,0.653,37,3,
bullet,walkway,10,1.354,0.673,38,3,
date,laugh,7,2.341,1.188,39,3,
collect,loyalty,11,2.239,0.357,40,3,

