word1,word2,jol,jolrt,jolrtfirst,trial,list,
find,clown,-99,-99,-99,1,1,
banner,glide,-99,-99,-99,2,1,
capital,figure,-99,-99,-99,3,1,
knock,otter,-99,-99,-99,4,1,
biology,temper,-99,-99,-99,5,1,
plant,worm,-99,-99,-99,6,1,
process,joker,-99,-99,-99,7,1,
shrink,mafia,-99,-99,-99,8,1,
date,laugh,-99,-99,-99,9,1,
risk,zero,-99,-99,-99,10,1,
collect,loyalty,-99,-99,-99,11,1,
pork,emperor,-99,-99,-99,12,1,
link,crisis,-99,-99,-99,13,1,
bleach,ruin,-99,-99,-99,14,1,
port,cinema,-99,-99,-99,15,1,
want,ascent,-99,-99,-99,16,1,
pea,bathtub,-99,-99,-99,17,1,
fan,feature,-99,-99,-99,18,1,
bias,sirloin,-99,-99,-99,19,1,
prison,loaf,-99,-99,-99,20,1,
need,faucet,-99,-99,-99,21,1,
rock,milk,-99,-99,-99,22,1,
bacon,feud,-99,-99,-99,23,1,
nerve,bumper,-99,-99,-99,24,1,
calf,annoy,-99,-99,-99,25,1,
copy,bedroom,-99,-99,-99,26,1,
caring,skirt,-99,-99,-99,27,1,
remind,foam,-99,-99,-99,28,1,
mill,feast,-99,-99,-99,29,1,
fee,chowder,-99,-99,-99,30,1,
replace,roach,-99,-99,-99,31,1,
climax,saucer,-99,-99,-99,32,1,
chicken,beet,-99,-99,-99,33,1,
forest,knob,-99,-99,-99,34,1,
smother,surgery,-99,-99,-99,35,1,
grip,beach,-99,-99,-99,36,1,
visit,glove,-99,-99,-99,37,1,
anger,decay,-99,-99,-99,38,1,
glue,force,-99,-99,-99,39,1,
bullet,walkway,-99,-99,-99,40,1,
remind,foam,-99,-99,-99,1,2,
biology,temper,-99,-99,-99,2,2,
process,joker,-99,-99,-99,3,2,
bleach,ruin,-99,-99,-99,4,2,
bullet,walkway,-99,-99,-99,5,2,
link,crisis,-99,-99,-99,6,2,
prison,loaf,-99,-99,-99,7,2,
forest,knob,-99,-99,-99,8,2,
plant,worm,-99,-99,-99,9,2,
copy,bedroom,-99,-99,-99,10,2,
knock,otter,-99,-99,-99,11,2,
rock,milk,-99,-99,-99,12,2,
banner,glide,-99,-99,-99,13,2,
capital,figure,-99,-99,-99,14,2,
date,laugh,-99,-99,-99,15,2,
pork,emperor,-99,-99,-99,16,2,
climax,saucer,-99,-99,-99,17,2,
want,ascent,-99,-99,-99,18,2,
calf,annoy,-99,-99,-99,19,2,
shrink,mafia,-99,-99,-99,20,2,
smother,surgery,-99,-99,-99,21,2,
mill,feast,-99,-99,-99,22,2,
chicken,beet,-99,-99,-99,23,2,
find,clown,-99,-99,-99,24,2,
fee,chowder,-99,-99,-99,25,2,
bacon,feud,-99,-99,-99,26,2,
port,cinema,-99,-99,-99,27,2,
caring,skirt,-99,-99,-99,28,2,
need,faucet,-99,-99,-99,29,2,
glue,force,-99,-99,-99,30,2,
bias,sirloin,-99,-99,-99,31,2,
collect,loyalty,-99,-99,-99,32,2,
pea,bathtub,-99,-99,-99,33,2,
fan,feature,-99,-99,-99,34,2,
anger,decay,-99,-99,-99,35,2,
nerve,bumper,-99,-99,-99,36,2,
grip,beach,-99,-99,-99,37,2,
replace,roach,-99,-99,-99,38,2,
risk,zero,-99,-99,-99,39,2,
visit,glove,-99,-99,-99,40,2,
port,cinema,22,2.732,1.731,1,3,
pork,emperor,72,2.55,1.382,2,3,
capital,figure,26,2.655,1.096,3,3,
remind,foam,13,2.471,0.927,4,3,
shrink,mafia,58,2.663,1.504,5,3,
visit,glove,29,2.127,0.807,6,3,
chicken,beet,14,1.887,0.695,7,3,
grip,beach,63,3.983,0.791,8,3,
biology,temper,27,1.647,0.615,9,3,
risk,zero,14,1.727,0.719,10,3,
bullet,walkway,9,1.735,0.856,11,3,
plant,worm,18,1.615,0.795,12,3,
fee,chowder,30,1.815,0.979,13,3,
nerve,bumper,9,2.263,0.547,14,3,
bleach,ruin,18,2.359,0.879,15,3,
banner,glide,14,1.855,0.632,16,3,
replace,roach,25,2.663,0.684,17,3,
bias,sirloin,81,1.815,0.815,18,3,
copy,bedroom,11,1.687,0.615,19,3,
want,ascent,4,2.623,1.175,20,3,
find,clown,8,1.383,0.583,21,3,
mill,feast,12,1.567,0.643,22,3,
bacon,feud,11,1.495,0.52,23,3,
caring,skirt,19,1.623,0.575,24,3,
calf,annoy,56,2.223,0.663,25,3,
need,faucet,3,1.262,0.512,26,3,
rock,milk,17,1.543,0.567,27,3,
link,crisis,15,1.847,0.695,28,3,
process,joker,27,1.655,0.857,29,3,
climax,saucer,74,2.047,0.792,30,3,
date,laugh,7,1.367,0.632,31,3,
pea,bathtub,15,1.575,0.879,32,3,
knock,otter,10,1.887,0.687,33,3,
glue,force,15,2.087,0.599,34,3,
forest,knob,12,1.783,0.839,35,3,
prison,loaf,4,1.719,0.663,36,3,
collect,loyalty,6,1.847,0.768,37,3,
smother,surgery,17,1.943,0.616,38,3,
fan,feature,9,1.431,0.639,39,3,
anger,decay,7,1.623,0.528,40,3,

