word1,word2,jol,jolrt,jolrtfirst,condition,jolindex,response,rt,rtfirst,
fee,chowder,61,1.964,1.052,0,37,-,-99,-99,
forest,knob,79,1.234,0.607,1,7,56,46.432,41.914,
copy,bedroom,79,2.278,0.659,1,4,66,4.118,3.295,
remind,foam,71,1.72,0.879,0,11,-,-99,-99,
bleach,ruin,94,1.855,1.057,1,16,66,4.783,3.839,
plant,worm,74,2.942,0.567,0,22,-,-99,-99,
biology,temper,70,1.375,0.534,1,4,99,5.894,4.988,
rock,milk,69,4.006,2.939,0,6,-,-99,-99,
capital,figure,76,0.961,0.411,1,15,66,2.669,2.094,
anger,decay,67,1.745,0.821,1,22,99,2.679,2.168,
want,ascent,72,2.231,0.479,0,17,-,-99,-99,
process,joker,75,1.187,0.568,0,1,-,-99,-99,
link,crisis,65,1.374,0.543,1,21,66,8.86,8.283,
grip,beach,71,1.535,0.833,1,20,55,2.573,2.05,
find,clown,72,2.397,1.319,1,7,55,1.831,1.167,
need,faucet,81,2.373,1.295,0,3,-,-99,-99,
bias,sirloin,67,1.271,0.64,0,7,-,-99,-99,
prison,loaf,73,0.997,0.407,1,27,66,4.126,3.559,
climax,saucer,79,1.355,0.626,0,38,-,-99,-99,
date,laugh,62,1.288,0.479,1,16,55,1055.397,1052.592,
calf,annoy,79,1.305,0.728,0,7,-,-99,-99,
glue,force,68,1.342,0.631,1,10,33,680.512,679.21,
shrink,mafia,66,2.232,1.313,0,19,-,-99,-99,
caring,skirt,80,3.606,0.679,1,24,88,3.535,2.608,
pork,emperor,92,1.424,0.551,0,21,-,-99,-99,
nerve,bumper,74,0.984,0.376,1,7,55,114.514,113.371,
collect,loyalty,76,1.318,0.615,0,15,-,-99,-99,
banner,glide,73,1.621,0.534,1,17,66,2.543,2.03,
bullet,walkway,83,2.239,0.464,1,8,66,1.672,1.194,
visit,glove,79,1.405,0.527,0,40,-,-99,-99,
mill,feast,83,1.237,0.582,0,16,-,-99,-99,
smother,surgery,85,2.475,1.26,0,12,-,-99,-99,
risk,zero,65,2.35,1.528,0,2,-,-99,-99,
chicken,beet,83,1.311,0.665,1,27,22,316.714,315.787,
pea,bathtub,78,1.279,0.495,1,17,55,2.766,2.271,
knock,otter,59,1.623,0.85,0,3,-,-99,-99,
fan,feature,73,3.023,1.146,0,35,-,-99,-99,
bacon,feud,60,1.614,0.615,1,24,55,40.845,38.077,
replace,roach,70,1.368,0.6,0,12,-,-99,-99,
port,cinema,85,1.733,0.567,1,5,44,83.555,83.091,
remind,foam,71,1.72,0.879,0,11,-,-99,-99,
chicken,beet,83,1.311,0.665,1,27,55,2.164,1.627,
pea,bathtub,78,1.279,0.495,1,17,59,4.623,1.704,
visit,glove,79,1.405,0.527,0,40,-,-99,-99,
process,joker,75,1.187,0.568,0,1,-,-99,-99,
mill,feast,83,1.237,0.582,0,16,-,-99,-99,
collect,loyalty,76,1.318,0.615,0,15,-,-99,-99,
want,ascent,72,2.231,0.479,0,17,-,-99,-99,
fee,chowder,61,1.964,1.052,0,37,-,-99,-99,
capital,figure,76,0.961,0.411,1,15,59,53.109,52.149,
bacon,feud,60,1.614,0.615,1,24,88,2.111,1.616,
prison,loaf,73,0.997,0.407,1,27,444,1.407,0.879,
replace,roach,70,1.368,0.6,0,12,-,-99,-99,
nerve,bumper,74,0.984,0.376,1,7,55,1.695,1.286,
rock,milk,69,4.006,2.939,0,6,-,-99,-99,
link,crisis,65,1.374,0.543,1,21,66,1.261,0.766,
grip,beach,71,1.535,0.833,1,20,66,2.984,2.6,
smother,surgery,85,2.475,1.26,0,12,-,-99,-99,
biology,temper,70,1.375,0.534,1,4,33,2.022,1.622,
plant,worm,74,2.942,0.567,0,22,-,-99,-99,
calf,annoy,79,1.305,0.728,0,7,-,-99,-99,
find,clown,72,2.397,1.319,1,7,77,5.15,4.695,
fan,feature,73,3.023,1.146,0,35,-,-99,-99,
shrink,mafia,66,2.232,1.313,0,19,-,-99,-99,
pork,emperor,92,1.424,0.551,0,21,-,-99,-99,
bleach,ruin,94,1.855,1.057,1,16,44,1.481,1.043,
banner,glide,73,1.621,0.534,1,17,77,3.088,2.593,
bullet,walkway,83,2.239,0.464,1,8,789,1.478,1,
risk,zero,65,2.35,1.528,0,2,-,-99,-99,
anger,decay,67,1.745,0.821,1,22,88,2.074,1.15,
need,faucet,81,2.373,1.295,0,3,-,-99,-99,
glue,force,68,1.342,0.631,1,10,88,1.354,0.908,
caring,skirt,80,3.606,0.679,1,24,77,1.832,1.337,
date,laugh,62,1.288,0.479,1,16,22,1.455,1,
port,cinema,85,1.733,0.567,1,5,33,1.359,0.938,
knock,otter,59,1.623,0.85,0,3,-,-99,-99,
climax,saucer,79,1.355,0.626,0,38,-,-99,-99,
copy,bedroom,79,2.278,0.659,1,4,22,3.921,3.399,
forest,knob,79,1.234,0.607,1,7,66,1.666,1.187,
bias,sirloin,67,1.271,0.64,0,7,-,-99,-99,
climax,saucer,79,1.355,0.626,0,38,-,-99,-99,
find,clown,72,2.397,1.319,1,7,yes,10.189,8.451,
collect,loyalty,76,1.318,0.615,0,15,-,-99,-99,
process,joker,75,1.187,0.568,0,1,-,-99,-99,
bias,sirloin,67,1.271,0.64,0,7,-,-99,-99,
pork,emperor,92,1.424,0.551,0,21,-,-99,-99,
fee,chowder,61,1.964,1.052,0,37,-,-99,-99,
fan,feature,73,3.023,1.146,0,35,-,-99,-99,
copy,bedroom,79,2.278,0.659,1,4,yes,9.629,5.598,
visit,glove,79,1.405,0.527,0,40,-,-99,-99,
capital,figure,76,0.961,0.411,1,15,capital,10.975,2.496,
forest,knob,79,1.234,0.607,1,7,forest,5.718,3.336,
bullet,walkway,83,2.239,0.464,1,8,bullet,7.504,3.249,
prison,loaf,73,0.997,0.407,1,27,prison,6.631,4.273,
want,ascent,72,2.231,0.479,0,17,-,-99,-99,
rock,milk,69,4.006,2.939,0,6,-,-99,-99,
remind,foam,71,1.72,0.879,0,11,-,-99,-99,
caring,skirt,80,3.606,0.679,1,24,caring,38.401,35.644,
glue,force,68,1.342,0.631,1,10,glue,35.751,26.944,
port,cinema,85,1.733,0.567,1,5,port,8.959,5.236,
nerve,bumper,74,0.984,0.376,1,7,nerve,9.993,7.093,
anger,decay,67,1.745,0.821,1,22,anger,5.88,2.385,
mill,feast,83,1.237,0.582,0,16,-,-99,-99,
pea,bathtub,78,1.279,0.495,1,17,pea,6.599,3.526,
replace,roach,70,1.368,0.6,0,12,-,-99,-99,
knock,otter,59,1.623,0.85,0,3,-,-99,-99,
calf,annoy,79,1.305,0.728,0,7,-,-99,-99,
bacon,feud,60,1.614,0.615,1,24,bacon,22.095,19.209,
chicken,beet,83,1.311,0.665,1,27,chicken,7.984,2.784,
risk,zero,65,2.35,1.528,0,2,-,-99,-99,
bleach,ruin,94,1.855,1.057,1,16,bleach,10.12,3.753,
grip,beach,71,1.535,0.833,1,20,grip,10.214,4.174,
plant,worm,74,2.942,0.567,0,22,-,-99,-99,
banner,glide,73,1.621,0.534,1,17,banner,4.512,1.846,
date,laugh,62,1.288,0.479,1,16,date,4.04,2.184,
smother,surgery,85,2.475,1.26,0,12,-,-99,-99,
link,crisis,65,1.374,0.543,1,21,link,4.67,1.935,
need,faucet,81,2.373,1.295,0,3,-,-99,-99,
shrink,mafia,66,2.232,1.313,0,19,-,-99,-99,
biology,temper,70,1.375,0.534,1,4,biology,7.598,2.047,

