word1,word2,jol,jolrt,jolrtfirst,trial,list,
port,cinema,-99,-99,-99,1,1,
fee,chowder,-99,-99,-99,2,1,
shrink,mafia,-99,-99,-99,3,1,
knock,otter,-99,-99,-99,4,1,
need,faucet,-99,-99,-99,5,1,
fan,feature,-99,-99,-99,6,1,
pork,emperor,-99,-99,-99,7,1,
want,ascent,-99,-99,-99,8,1,
collect,loyalty,-99,-99,-99,9,1,
banner,glide,-99,-99,-99,10,1,
bullet,walkway,-99,-99,-99,11,1,
chicken,beet,-99,-99,-99,12,1,
forest,knob,-99,-99,-99,13,1,
copy,bedroom,-99,-99,-99,14,1,
process,joker,-99,-99,-99,15,1,
bacon,feud,-99,-99,-99,16,1,
mill,feast,-99,-99,-99,17,1,
nerve,bumper,-99,-99,-99,18,1,
bleach,ruin,-99,-99,-99,19,1,
find,clown,-99,-99,-99,20,1,
date,laugh,-99,-99,-99,21,1,
glue,force,-99,-99,-99,22,1,
link,crisis,-99,-99,-99,23,1,
smother,surgery,-99,-99,-99,24,1,
rock,milk,-99,-99,-99,25,1,
remind,foam,-99,-99,-99,26,1,
bias,sirloin,-99,-99,-99,27,1,
replace,roach,-99,-99,-99,28,1,
anger,decay,-99,-99,-99,29,1,
caring,skirt,-99,-99,-99,30,1,
visit,glove,-99,-99,-99,31,1,
calf,annoy,-99,-99,-99,32,1,
grip,beach,-99,-99,-99,33,1,
biology,temper,-99,-99,-99,34,1,
climax,saucer,-99,-99,-99,35,1,
pea,bathtub,-99,-99,-99,36,1,
capital,figure,-99,-99,-99,37,1,
plant,worm,-99,-99,-99,38,1,
risk,zero,-99,-99,-99,39,1,
prison,loaf,-99,-99,-99,40,1,
find,clown,-99,-99,-99,1,2,
climax,saucer,-99,-99,-99,2,2,
nerve,bumper,-99,-99,-99,3,2,
remind,foam,-99,-99,-99,4,2,
knock,otter,-99,-99,-99,5,2,
mill,feast,-99,-99,-99,6,2,
capital,figure,-99,-99,-99,7,2,
plant,worm,-99,-99,-99,8,2,
smother,surgery,-99,-99,-99,9,2,
fan,feature,-99,-99,-99,10,2,
want,ascent,-99,-99,-99,11,2,
bias,sirloin,-99,-99,-99,12,2,
copy,bedroom,-99,-99,-99,13,2,
visit,glove,-99,-99,-99,14,2,
glue,force,-99,-99,-99,15,2,
pork,emperor,-99,-99,-99,16,2,
biology,temper,-99,-99,-99,17,2,
rock,milk,-99,-99,-99,18,2,
date,laugh,-99,-99,-99,19,2,
pea,bathtub,-99,-99,-99,20,2,
bleach,ruin,-99,-99,-99,21,2,
prison,loaf,-99,-99,-99,22,2,
chicken,beet,-99,-99,-99,23,2,
bullet,walkway,-99,-99,-99,24,2,
caring,skirt,-99,-99,-99,25,2,
replace,roach,-99,-99,-99,26,2,
shrink,mafia,-99,-99,-99,27,2,
banner,glide,-99,-99,-99,28,2,
bacon,feud,-99,-99,-99,29,2,
calf,annoy,-99,-99,-99,30,2,
risk,zero,-99,-99,-99,31,2,
anger,decay,-99,-99,-99,32,2,
forest,knob,-99,-99,-99,33,2,
need,faucet,-99,-99,-99,34,2,
collect,loyalty,-99,-99,-99,35,2,
grip,beach,-99,-99,-99,36,2,
fee,chowder,-99,-99,-99,37,2,
link,crisis,-99,-99,-99,38,2,
process,joker,-99,-99,-99,39,2,
port,cinema,-99,-99,-99,40,2,
glue,force,61,8.009,4.255,1,3,
collect,loyalty,16,2.756,1.843,2,3,
bullet,walkway,63,2.333,1.498,3,3,
knock,otter,80,2.975,2.125,4,3,
want,ascent,16,2.434,1.623,5,3,
plant,worm,87,2.803,1.682,6,3,
chicken,beet,57,2.21,1.312,7,3,
forest,knob,17,2.74,1.693,8,3,
banner,glide,12,2.473,1.46,9,3,
visit,glove,5,2.684,1.623,10,3,
capital,figure,82,2.609,1.734,11,3,
find,clown,20,2.389,1.616,12,3,
fan,feature,1,3.263,2.17,13,3,
link,crisis,25,3.089,2.06,14,3,
rock,milk,21,3.115,2.399,15,3,
mill,feast,59,3.733,2.704,16,3,
bleach,ruin,54,2.967,2.1,17,3,
biology,temper,42,3.129,2.216,18,3,
port,cinema,12,4.328,3.369,19,3,
nerve,bumper,2,2.528,1.686,20,3,
process,joker,29,2.31,1.484,21,3,
calf,annoy,86,2.724,1.748,22,3,
fee,chowder,14,4.865,4.04,23,3,
pea,bathtub,72,2.474,1.599,24,3,
bias,sirloin,89,3.053,2.259,25,3,
date,laugh,24,2.639,1.89,26,3,
pork,emperor,64,2.629,1.773,27,3,
caring,skirt,1,2.491,1.647,28,3,
replace,roach,2,3.551,2.563,29,3,
remind,foam,15,2.405,1.587,30,3,
grip,beach,18,2.724,1.828,31,3,
need,faucet,1,2.349,1.414,32,3,
bacon,feud,29,4.162,3.414,33,3,
shrink,mafia,3,2.568,1.703,34,3,
anger,decay,16,2.35,1.517,35,3,
risk,zero,6,2.328,1.608,36,3,
prison,loaf,1,2.787,1.841,37,3,
climax,saucer,1,2.818,1.477,38,3,
smother,surgery,1,2.445,1.328,39,3,
copy,bedroom,1,3.177,1.733,40,3,

