word1,word2,jol,jolrt,jolrtfirst,trial,list,
anger,decay,-99,-99,-99,1,1,
process,joker,-99,-99,-99,2,1,
climax,saucer,-99,-99,-99,3,1,
plant,worm,-99,-99,-99,4,1,
forest,knob,-99,-99,-99,5,1,
replace,roach,-99,-99,-99,6,1,
pork,emperor,-99,-99,-99,7,1,
chicken,beet,-99,-99,-99,8,1,
rock,milk,-99,-99,-99,9,1,
want,ascent,-99,-99,-99,10,1,
bias,sirloin,-99,-99,-99,11,1,
shrink,mafia,-99,-99,-99,12,1,
bleach,ruin,-99,-99,-99,13,1,
glue,force,-99,-99,-99,14,1,
fee,chowder,-99,-99,-99,15,1,
grip,beach,-99,-99,-99,16,1,
copy,bedroom,-99,-99,-99,17,1,
collect,loyalty,-99,-99,-99,18,1,
knock,otter,-99,-99,-99,19,1,
nerve,bumper,-99,-99,-99,20,1,
date,laugh,-99,-99,-99,21,1,
bacon,feud,-99,-99,-99,22,1,
banner,glide,-99,-99,-99,23,1,
need,faucet,-99,-99,-99,24,1,
remind,foam,-99,-99,-99,25,1,
biology,temper,-99,-99,-99,26,1,
calf,annoy,-99,-99,-99,27,1,
mill,feast,-99,-99,-99,28,1,
bullet,walkway,-99,-99,-99,29,1,
find,clown,-99,-99,-99,30,1,
port,cinema,-99,-99,-99,31,1,
caring,skirt,-99,-99,-99,32,1,
capital,figure,-99,-99,-99,33,1,
pea,bathtub,-99,-99,-99,34,1,
smother,surgery,-99,-99,-99,35,1,
risk,zero,-99,-99,-99,36,1,
link,crisis,-99,-99,-99,37,1,
fan,feature,-99,-99,-99,38,1,
prison,loaf,-99,-99,-99,39,1,
visit,glove,-99,-99,-99,40,1,
process,joker,-99,-99,-99,1,2,
prison,loaf,-99,-99,-99,2,2,
port,cinema,-99,-99,-99,3,2,
bias,sirloin,-99,-99,-99,4,2,
chicken,beet,-99,-99,-99,5,2,
need,faucet,-99,-99,-99,6,2,
banner,glide,-99,-99,-99,7,2,
risk,zero,-99,-99,-99,8,2,
bacon,feud,-99,-99,-99,9,2,
link,crisis,-99,-99,-99,10,2,
copy,bedroom,-99,-99,-99,11,2,
remind,foam,-99,-99,-99,12,2,
glue,force,-99,-99,-99,13,2,
bleach,ruin,-99,-99,-99,14,2,
pork,emperor,-99,-99,-99,15,2,
replace,roach,-99,-99,-99,16,2,
pea,bathtub,-99,-99,-99,17,2,
forest,knob,-99,-99,-99,18,2,
mill,feast,-99,-99,-99,19,2,
climax,saucer,-99,-99,-99,20,2,
knock,otter,-99,-99,-99,21,2,
nerve,bumper,-99,-99,-99,22,2,
rock,milk,-99,-99,-99,23,2,
calf,annoy,-99,-99,-99,24,2,
collect,loyalty,-99,-99,-99,25,2,
caring,skirt,-99,-99,-99,26,2,
shrink,mafia,-99,-99,-99,27,2,
anger,decay,-99,-99,-99,28,2,
grip,beach,-99,-99,-99,29,2,
fan,feature,-99,-99,-99,30,2,
capital,figure,-99,-99,-99,31,2,
smother,surgery,-99,-99,-99,32,2,
bullet,walkway,-99,-99,-99,33,2,
find,clown,-99,-99,-99,34,2,
biology,temper,-99,-99,-99,35,2,
fee,chowder,-99,-99,-99,36,2,
visit,glove,-99,-99,-99,37,2,
plant,worm,-99,-99,-99,38,2,
date,laugh,-99,-99,-99,39,2,
want,ascent,-99,-99,-99,40,2,
grip,beach,59,5.645,1.976,1,3,
glue,force,45,3.18,2.084,2,3,
prison,loaf,61,2.741,1.719,3,3,
pork,emperor,62,4.87,3.847,4,3,
want,ascent,60,2.238,1.23,5,3,
shrink,mafia,59,2.39,1.011,6,3,
process,joker,40,1.798,0.91,7,3,
date,laugh,76,2.23,0.952,8,3,
link,crisis,53,2.205,1.178,9,3,
knock,otter,84,2.334,1.401,10,3,
anger,decay,63,2.628,1.558,11,3,
bullet,walkway,61,3.974,3.103,12,3,
nerve,bumper,40,2.086,1.286,13,3,
port,cinema,66,1.589,0.966,14,3,
rock,milk,47,1.814,0.937,15,3,
banner,glide,63,1.846,0.774,16,3,
bleach,ruin,67,1.997,1.054,17,3,
forest,knob,46,2.503,1.046,18,3,
collect,loyalty,67,1.763,0.971,19,3,
bacon,feud,59,1.542,0.663,20,3,
climax,saucer,41,2.389,1.136,21,3,
calf,annoy,64,2.414,0.99,22,3,
capital,figure,71,2.447,1.485,23,3,
copy,bedroom,63,2.611,0.947,24,3,
visit,glove,95,1.807,0.878,25,3,
need,faucet,61,1.811,0.691,26,3,
caring,skirt,30,1.629,0.653,27,3,
chicken,beet,78,2.326,0.975,28,3,
smother,surgery,65,2.27,1.383,29,3,
risk,zero,64,2.598,1.814,30,3,
plant,worm,30,2.014,1.062,31,3,
find,clown,89,1.998,0.895,32,3,
biology,temper,100,2.772,1.852,33,3,
fan,feature,65,1.942,0.814,34,3,
remind,foam,35,1.782,0.894,35,3,
mill,feast,72,1.758,0.934,36,3,
pea,bathtub,38,1.469,0.645,37,3,
fee,chowder,70,1.141,0.445,38,3,
replace,roach,59,1.601,0.774,39,3,
bias,sirloin,55,1.561,0.521,40,3,

