word1,word2,jol,jolrt,jolrtfirst,trial,list,
bleach,ruin,-99,-99,-99,1,1,
replace,roach,-99,-99,-99,2,1,
process,joker,-99,-99,-99,3,1,
date,laugh,-99,-99,-99,4,1,
prison,loaf,-99,-99,-99,5,1,
want,ascent,-99,-99,-99,6,1,
collect,loyalty,-99,-99,-99,7,1,
copy,bedroom,-99,-99,-99,8,1,
bullet,walkway,-99,-99,-99,9,1,
nerve,bumper,-99,-99,-99,10,1,
pork,emperor,-99,-99,-99,11,1,
fee,chowder,-99,-99,-99,12,1,
need,faucet,-99,-99,-99,13,1,
bacon,feud,-99,-99,-99,14,1,
smother,surgery,-99,-99,-99,15,1,
mill,feast,-99,-99,-99,16,1,
climax,saucer,-99,-99,-99,17,1,
shrink,mafia,-99,-99,-99,18,1,
port,cinema,-99,-99,-99,19,1,
visit,glove,-99,-99,-99,20,1,
capital,figure,-99,-99,-99,21,1,
anger,decay,-99,-99,-99,22,1,
pea,bathtub,-99,-99,-99,23,1,
bias,sirloin,-99,-99,-99,24,1,
link,crisis,-99,-99,-99,25,1,
find,clown,-99,-99,-99,26,1,
grip,beach,-99,-99,-99,27,1,
glue,force,-99,-99,-99,28,1,
banner,glide,-99,-99,-99,29,1,
rock,milk,-99,-99,-99,30,1,
knock,otter,-99,-99,-99,31,1,
biology,temper,-99,-99,-99,32,1,
chicken,beet,-99,-99,-99,33,1,
remind,foam,-99,-99,-99,34,1,
forest,knob,-99,-99,-99,35,1,
calf,annoy,-99,-99,-99,36,1,
caring,skirt,-99,-99,-99,37,1,
plant,worm,-99,-99,-99,38,1,
fan,feature,-99,-99,-99,39,1,
risk,zero,-99,-99,-99,40,1,
replace,roach,-99,-99,-99,1,2,
risk,zero,-99,-99,-99,2,2,
rock,milk,-99,-99,-99,3,2,
find,clown,-99,-99,-99,4,2,
pea,bathtub,-99,-99,-99,5,2,
glue,force,-99,-99,-99,6,2,
climax,saucer,-99,-99,-99,7,2,
copy,bedroom,-99,-99,-99,8,2,
anger,decay,-99,-99,-99,9,2,
grip,beach,-99,-99,-99,10,2,
bleach,ruin,-99,-99,-99,11,2,
bullet,walkway,-99,-99,-99,12,2,
knock,otter,-99,-99,-99,13,2,
fee,chowder,-99,-99,-99,14,2,
pork,emperor,-99,-99,-99,15,2,
nerve,bumper,-99,-99,-99,16,2,
prison,loaf,-99,-99,-99,17,2,
bacon,feud,-99,-99,-99,18,2,
capital,figure,-99,-99,-99,19,2,
biology,temper,-99,-99,-99,20,2,
remind,foam,-99,-99,-99,21,2,
smother,surgery,-99,-99,-99,22,2,
shrink,mafia,-99,-99,-99,23,2,
date,laugh,-99,-99,-99,24,2,
caring,skirt,-99,-99,-99,25,2,
process,joker,-99,-99,-99,26,2,
need,faucet,-99,-99,-99,27,2,
bias,sirloin,-99,-99,-99,28,2,
port,cinema,-99,-99,-99,29,2,
mill,feast,-99,-99,-99,30,2,
want,ascent,-99,-99,-99,31,2,
fan,feature,-99,-99,-99,32,2,
collect,loyalty,-99,-99,-99,33,2,
calf,annoy,-99,-99,-99,34,2,
banner,glide,-99,-99,-99,35,2,
visit,glove,-99,-99,-99,36,2,
forest,knob,-99,-99,-99,37,2,
link,crisis,-99,-99,-99,38,2,
plant,worm,-99,-99,-99,39,2,
chicken,beet,-99,-99,-99,40,2,
caring,skirt,19,6.45,5.07,1,3,
prison,loaf,6,2.282,1.234,2,3,
need,faucet,1,2.435,1.382,3,3,
visit,glove,1,2.467,1.655,4,3,
capital,figure,1,1.765,0.993,5,3,
copy,bedroom,9,1.789,0.765,6,3,
shrink,mafia,1,2.301,1.473,7,3,
bullet,walkway,6,2.397,0.877,8,3,
fan,feature,1,1.897,1.055,9,3,
mill,feast,1,3.428,1.734,10,3,
port,cinema,3,2.301,1.285,11,3,
chicken,beet,1,5.84,3.233,12,3,
rock,milk,1,2.689,1.38,13,3,
process,joker,1,2.395,1.259,14,3,
glue,force,7,2.229,1.292,15,3,
want,ascent,1,1.891,0.964,16,3,
remind,foam,2,1.921,0.946,17,3,
bacon,feud,16,2.167,1.088,18,3,
pea,bathtub,3,2.066,0.94,19,3,
date,laugh,7,1.962,1.087,20,3,
fee,chowder,1,2.593,1.666,21,3,
calf,annoy,5,1.779,0.938,22,3,
collect,loyalty,12,4.185,0.978,23,3,
climax,saucer,3,1.874,1.071,24,3,
link,crisis,1,1.947,1.063,25,3,
bleach,ruin,57,2.607,1.662,26,3,
pork,emperor,57,2.41,1.519,27,3,
knock,otter,2,2.087,1.182,28,3,
bias,sirloin,1,1.987,0.836,29,3,
smother,surgery,4,2.378,1.173,30,3,
anger,decay,5,1.891,1.015,31,3,
plant,worm,3,1.67,0.787,32,3,
risk,zero,1,1.899,0.946,33,3,
grip,beach,6,2.175,1.166,34,3,
banner,glide,5,2.305,1.258,35,3,
find,clown,10,1.685,0.796,36,3,
biology,temper,10,2.081,1.23,37,3,
nerve,bumper,11,2.017,1.214,38,3,
replace,roach,3,2.206,1.111,39,3,
forest,knob,37,2.301,1.398,40,3,

