word1,word2,jol,jolrt,jolrtfirst,trial,list,
copy,bedroom,-99,-99,-99,1,1,
date,laugh,-99,-99,-99,2,1,
collect,loyalty,-99,-99,-99,3,1,
fee,chowder,-99,-99,-99,4,1,
find,clown,-99,-99,-99,5,1,
chicken,beet,-99,-99,-99,6,1,
prison,loaf,-99,-99,-99,7,1,
mill,feast,-99,-99,-99,8,1,
process,joker,-99,-99,-99,9,1,
need,faucet,-99,-99,-99,10,1,
smother,surgery,-99,-99,-99,11,1,
want,ascent,-99,-99,-99,12,1,
pea,bathtub,-99,-99,-99,13,1,
fan,feature,-99,-99,-99,14,1,
remind,foam,-99,-99,-99,15,1,
climax,saucer,-99,-99,-99,16,1,
plant,worm,-99,-99,-99,17,1,
calf,annoy,-99,-99,-99,18,1,
anger,decay,-99,-99,-99,19,1,
capital,figure,-99,-99,-99,20,1,
caring,skirt,-99,-99,-99,21,1,
risk,zero,-99,-99,-99,22,1,
bias,sirloin,-99,-99,-99,23,1,
banner,glide,-99,-99,-99,24,1,
shrink,mafia,-99,-99,-99,25,1,
grip,beach,-99,-99,-99,26,1,
pork,emperor,-99,-99,-99,27,1,
knock,otter,-99,-99,-99,28,1,
nerve,bumper,-99,-99,-99,29,1,
bleach,ruin,-99,-99,-99,30,1,
bacon,feud,-99,-99,-99,31,1,
visit,glove,-99,-99,-99,32,1,
bullet,walkway,-99,-99,-99,33,1,
rock,milk,-99,-99,-99,34,1,
replace,roach,-99,-99,-99,35,1,
glue,force,-99,-99,-99,36,1,
forest,knob,-99,-99,-99,37,1,
biology,temper,-99,-99,-99,38,1,
port,cinema,-99,-99,-99,39,1,
link,crisis,-99,-99,-99,40,1,
climax,saucer,-99,-99,-99,1,2,
forest,knob,-99,-99,-99,2,2,
mill,feast,-99,-99,-99,3,2,
grip,beach,-99,-99,-99,4,2,
find,clown,-99,-99,-99,5,2,
prison,loaf,-99,-99,-99,6,2,
shrink,mafia,-99,-99,-99,7,2,
glue,force,-99,-99,-99,8,2,
plant,worm,-99,-99,-99,9,2,
want,ascent,-99,-99,-99,10,2,
bias,sirloin,-99,-99,-99,11,2,
nerve,bumper,-99,-99,-99,12,2,
calf,annoy,-99,-99,-99,13,2,
fan,feature,-99,-99,-99,14,2,
bacon,feud,-99,-99,-99,15,2,
banner,glide,-99,-99,-99,16,2,
capital,figure,-99,-99,-99,17,2,
need,faucet,-99,-99,-99,18,2,
bleach,ruin,-99,-99,-99,19,2,
visit,glove,-99,-99,-99,20,2,
pea,bathtub,-99,-99,-99,21,2,
collect,loyalty,-99,-99,-99,22,2,
port,cinema,-99,-99,-99,23,2,
biology,temper,-99,-99,-99,24,2,
link,crisis,-99,-99,-99,25,2,
bullet,walkway,-99,-99,-99,26,2,
date,laugh,-99,-99,-99,27,2,
rock,milk,-99,-99,-99,28,2,
process,joker,-99,-99,-99,29,2,
smother,surgery,-99,-99,-99,30,2,
remind,foam,-99,-99,-99,31,2,
anger,decay,-99,-99,-99,32,2,
pork,emperor,-99,-99,-99,33,2,
risk,zero,-99,-99,-99,34,2,
fee,chowder,-99,-99,-99,35,2,
knock,otter,-99,-99,-99,36,2,
copy,bedroom,-99,-99,-99,37,2,
caring,skirt,-99,-99,-99,38,2,
chicken,beet,-99,-99,-99,39,2,
replace,roach,-99,-99,-99,40,2,
fee,chowder,78,5.293,3.773,1,3,
rock,milk,72,2.297,1.026,2,3,
forest,knob,44,3.207,2.151,3,3,
smother,surgery,1,1.827,0.971,4,3,
date,laugh,44,2.845,1.319,5,3,
bullet,walkway,36,2.229,1.195,6,3,
plant,worm,54,2.213,1.247,7,3,
need,faucet,46,2.436,1.487,8,3,
knock,otter,22,2.213,0.887,9,3,
shrink,mafia,18,1.765,0.935,10,3,
process,joker,20,1.581,0.853,11,3,
capital,figure,27,1.849,0.793,12,3,
visit,glove,57,2.345,0.941,13,3,
link,crisis,16,1.501,0.623,14,3,
pea,bathtub,79,2.137,1.04,15,3,
want,ascent,33,1.614,0.831,16,3,
anger,decay,24,2.513,1.841,17,3,
nerve,bumper,12,1.333,0.54,18,3,
copy,bedroom,26,1.404,0.715,19,3,
pork,emperor,37,2.336,1.406,20,3,
calf,annoy,30,1.472,0.635,21,3,
bacon,feud,22,2.03,0.701,22,3,
glue,force,15,1.526,0.777,23,3,
banner,glide,17,1.689,1.074,24,3,
collect,loyalty,24,2.127,0.834,25,3,
prison,loaf,43,1.764,1.008,26,3,
chicken,beet,69,1.911,0.993,27,3,
replace,roach,18,1.442,0.677,28,3,
bias,sirloin,71,1.959,0.898,29,3,
bleach,ruin,12,1.403,0.776,30,3,
biology,temper,1,2.481,0.507,31,3,
grip,beach,56,1.951,0.89,32,3,
remind,foam,60,1.627,0.763,33,3,
find,clown,28,1.371,0.71,34,3,
fan,feature,69,1.903,0.887,35,3,
port,cinema,69,1.735,0.9,36,3,
caring,skirt,29,1.549,0.685,37,3,
risk,zero,25,1.619,0.671,38,3,
climax,saucer,13,1.545,0.693,39,3,
mill,feast,23,1.483,0.675,40,3,

