word1,word2,jol,jolrt,jolrtfirst,trial,list,
rock,milk,-99,-99,-99,1,1,
process,joker,-99,-99,-99,2,1,
chicken,beet,-99,-99,-99,3,1,
want,ascent,-99,-99,-99,4,1,
bias,sirloin,-99,-99,-99,5,1,
knock,otter,-99,-99,-99,6,1,
calf,annoy,-99,-99,-99,7,1,
smother,surgery,-99,-99,-99,8,1,
capital,figure,-99,-99,-99,9,1,
nerve,bumper,-99,-99,-99,10,1,
link,crisis,-99,-99,-99,11,1,
pea,bathtub,-99,-99,-99,12,1,
visit,glove,-99,-99,-99,13,1,
copy,bedroom,-99,-99,-99,14,1,
biology,temper,-99,-99,-99,15,1,
pork,emperor,-99,-99,-99,16,1,
mill,feast,-99,-99,-99,17,1,
shrink,mafia,-99,-99,-99,18,1,
remind,foam,-99,-99,-99,19,1,
caring,skirt,-99,-99,-99,20,1,
glue,force,-99,-99,-99,21,1,
forest,knob,-99,-99,-99,22,1,
bullet,walkway,-99,-99,-99,23,1,
grip,beach,-99,-99,-99,24,1,
bacon,feud,-99,-99,-99,25,1,
banner,glide,-99,-99,-99,26,1,
risk,zero,-99,-99,-99,27,1,
fee,chowder,-99,-99,-99,28,1,
replace,roach,-99,-99,-99,29,1,
plant,worm,-99,-99,-99,30,1,
bleach,ruin,-99,-99,-99,31,1,
port,cinema,-99,-99,-99,32,1,
collect,loyalty,-99,-99,-99,33,1,
date,laugh,-99,-99,-99,34,1,
fan,feature,-99,-99,-99,35,1,
prison,loaf,-99,-99,-99,36,1,
find,clown,-99,-99,-99,37,1,
need,faucet,-99,-99,-99,38,1,
climax,saucer,-99,-99,-99,39,1,
anger,decay,-99,-99,-99,40,1,
fan,feature,-99,-99,-99,1,2,
calf,annoy,-99,-99,-99,2,2,
grip,beach,-99,-99,-99,3,2,
risk,zero,-99,-99,-99,4,2,
port,cinema,-99,-99,-99,5,2,
biology,temper,-99,-99,-99,6,2,
knock,otter,-99,-99,-99,7,2,
find,clown,-99,-99,-99,8,2,
bacon,feud,-99,-99,-99,9,2,
capital,figure,-99,-99,-99,10,2,
pork,emperor,-99,-99,-99,11,2,
bleach,ruin,-99,-99,-99,12,2,
bias,sirloin,-99,-99,-99,13,2,
bullet,walkway,-99,-99,-99,14,2,
copy,bedroom,-99,-99,-99,15,2,
smother,surgery,-99,-99,-99,16,2,
forest,knob,-99,-99,-99,17,2,
visit,glove,-99,-99,-99,18,2,
collect,loyalty,-99,-99,-99,19,2,
chicken,beet,-99,-99,-99,20,2,
fee,chowder,-99,-99,-99,21,2,
nerve,bumper,-99,-99,-99,22,2,
caring,skirt,-99,-99,-99,23,2,
date,laugh,-99,-99,-99,24,2,
pea,bathtub,-99,-99,-99,25,2,
banner,glide,-99,-99,-99,26,2,
rock,milk,-99,-99,-99,27,2,
anger,decay,-99,-99,-99,28,2,
climax,saucer,-99,-99,-99,29,2,
plant,worm,-99,-99,-99,30,2,
prison,loaf,-99,-99,-99,31,2,
remind,foam,-99,-99,-99,32,2,
replace,roach,-99,-99,-99,33,2,
mill,feast,-99,-99,-99,34,2,
need,faucet,-99,-99,-99,35,2,
link,crisis,-99,-99,-99,36,2,
glue,force,-99,-99,-99,37,2,
process,joker,-99,-99,-99,38,2,
want,ascent,-99,-99,-99,39,2,
shrink,mafia,-99,-99,-99,40,2,
mill,feast,39,11.52,4.179,1,3,
need,faucet,55,3.066,1.79,2,3,
climax,saucer,66,2.559,1.559,3,3,
want,ascent,42,3.38,2.286,4,3,
find,clown,57,2.988,1.719,5,3,
pea,bathtub,72,2.781,1.425,6,3,
knock,otter,67,2.917,1.309,7,3,
shrink,mafia,70,3.828,2.638,8,3,
fan,feature,63,5.621,1.16,9,3,
banner,glide,57,6.533,5.432,10,3,
biology,temper,53,2.213,1.208,11,3,
copy,bedroom,53,2.358,0.865,12,3,
nerve,bumper,56,2.516,1.374,13,3,
grip,beach,58,2.373,1.483,14,3,
caring,skirt,57,2.364,1.118,15,3,
rock,milk,59,2.717,1.647,16,3,
chicken,beet,64,2.121,1.236,17,3,
date,laugh,70,4.405,1.073,18,3,
pork,emperor,60,2.117,0.856,19,3,
bias,sirloin,57,2.43,1.007,20,3,
calf,annoy,65,5.893,4.888,21,3,
remind,foam,65,2.046,1.088,22,3,
forest,knob,66,24.753,21.902,23,3,
fee,chowder,62,5.661,4.721,24,3,
bleach,ruin,60,4.373,1.488,25,3,
smother,surgery,69,2.834,1.525,26,3,
risk,zero,57,2.108,1.216,27,3,
link,crisis,58,2.366,0.928,28,3,
visit,glove,77,2.137,1.427,29,3,
bacon,feud,69,1.515,0.671,30,3,
replace,roach,72,1.431,0.529,31,3,
glue,force,44,2.085,0.905,32,3,
bullet,walkway,65,1.526,0.728,33,3,
capital,figure,67,3.262,1.456,34,3,
port,cinema,63,1.46,0.639,35,3,
collect,loyalty,51,1.742,0.801,36,3,
anger,decay,77,2.175,0.721,37,3,
process,joker,68,1.99,0.968,38,3,
prison,loaf,77,3.469,1.984,39,3,
plant,worm,78,1.352,0.633,40,3,

