"subn","word1","word2","jol","jolrt","trial","list","practice","jolrank","jolrankp","restudyresp","restudyacc","restudyrtfirst","restudyrt"
"1311","smother","surgery",73,1.771,34,1,0,21,0.525,"",NA,NA,NA
"1311","replace","roach",70,65.579,35,1,0,17,0.425,"",NA,NA,NA
"1311","port","cinema",75,1.559,36,1,0,23,0.575,"",NA,NA,NA
"1311","knock","otter",1,1.3,37,1,0,1,0.025,"",NA,NA,NA
"1311","rock","milk",52,2.048,38,1,1,8,0.2,"milk",1,NA,5.907
"1311","mill","feast",58,7.612,39,1,1,12,0.3,"feast",1,NA,6.36
"1311","pea","bathtub",80,2.333,40,1,0,29,0.725,"",NA,NA,NA
"1481","bleach","ruin",78,2.831,1,1,1,36,0.9,"ruin",1,NA,7.01
"1481","pork","emperor",44,5.788,2,1,1,20,0.5,"empror",0,NA,5.34
"1481","knock","otter",24,2.319,3,1,1,12,0.3,"box",0,NA,11.039
"1481","bullet","walkway",14,3.862,4,1,1,4,0.1,"path",0,NA,12.301
"1481","want","ascent",10,3.96,5,1,1,2,0.05,"ascent",1,NA,11.538
"1481","process","joker",20,3.95,6,1,0,9,0.225,"",NA,NA,NA
"1481","copy","bedroom",35,2.544,7,1,0,19,0.475,"",NA,NA,NA
"1481","plant","worm",58,2.541,8,1,0,23,0.575,"",NA,NA,NA
"1481","visit","glove",33,16.665,9,1,1,16,0.4,"beach",0,NA,14.244
"1481","caring","skirt",20,2.543,10,1,1,10,0.25,"clown",0,NA,18.975
"1481","chicken","beet",69,2.931,11,1,0,29,0.725,"",NA,NA,NA
"1481","risk","zero",81,2.907,12,1,0,39,0.975,"",NA,NA,NA
"1481","fee","chowder",77,3.497,13,1,0,35,0.875,"",NA,NA,NA
"1481","replace","roach",76,3.54,14,1,0,33,0.825,"",NA,NA,NA
"1481","nerve","bumper",61,2.804,15,1,1,24,0.6,"bumper",1,NA,9.834
"1481","find","clown",74,2.438,16,1,1,32,0.8,"clown",1,NA,4.221
"1481","climax","saucer",23,2.887,17,1,0,11,0.275,"",NA,NA,NA
"1481","smother","surgery",20,2.61,18,1,1,8,0.2,"surgery",1,NA,6.685
"1481","rock","milk",15,3.304,19,1,0,5,0.125,"",NA,NA,NA
"1481","collect","loyalty",64,3.877,20,1,1,26,0.65,"mafia",0,NA,19.928
"1481","capital","figure",84,2.687,21,1,1,40,1,"statue",0,NA,10.274
"1481","pea","bathtub",16,5.179,22,1,1,6,0.15,"bathtub",1,NA,13.468
"1481","grip","beach",18,3.399,23,1,0,7,0.175,"",NA,NA,NA
"1481","prison","loaf",71,6.212,24,1,0,31,0.775,"",NA,NA,NA
"1481","date","laugh",79,2.26,25,1,0,37,0.925,"",NA,NA,NA
"1481","biology","temper",34,3.032,26,1,1,18,0.45,"fork",0,NA,22.987
"1481","anger","decay",53,7.447,27,1,1,22,0.55,"proud",0,NA,18.291
"1481","banner","glide",25,3.114,28,1,0,13,0.325,"",NA,NA,NA
"1481","remind","foam",67,5.9,29,1,0,27,0.675,"",NA,NA,NA
"1481","fan","feature",76,2.049,30,1,1,34,0.85,"favorite",0,NA,19.793
"1481","glue","force",28,3.256,31,1,1,14,0.35,"smudge",0,NA,16.58
"1481","forest","knob",34,4.463,32,1,0,17,0.425,"",NA,NA,NA
"1481","shrink","mafia",31,3.376,33,1,0,15,0.375,"",NA,NA,NA
"1481","bias","sirloin",68,4.489,34,1,1,28,0.7,"hat",0,NA,10.695
"1481","need","faucet",70,4.297,35,1,1,30,0.75,"trap",0,NA,19.2
"1481","mill","feast",12,2.946,36,1,0,3,0.075,"",NA,NA,NA
"1481","bacon","feud",81,4.073,37,1,1,38,0.95,"fight",0,NA,8.959
"1481","calf","annoy",62,3.031,38,1,0,25,0.625,"",NA,NA,NA
"1481","link","crisis",52,4.558,39,1,0,21,0.525,"",NA,NA,NA
"1481","port","cinema",10,2.029,40,1,0,1,0.025,"",NA,NA,NA
"1548","date","laugh",88,1.548,1,1,1,38,0.95,"laugh",1,NA,3.723
"1548","nerve","bumper",27,2.416,2,1,1,12,0.3,"bumper",1,NA,3.345
"1548","want","ascent",70,1.661,3,1,1,30,0.75,"skip",0,NA,2.66
"1548","banner","glide",27,1.409,4,1,0,13,0.325,"",NA,NA,NA
"1548","knock","otter",32,1.743,5,1,0,17,0.425,"",NA,NA,NA
"1548","plant","worm",59,1.818,6,1,0,23,0.575,"",NA,NA,NA
"1548","grip","beach",6,2.233,7,1,1,2,0.05,"skp",0,NA,6.55
"1548","process","joker",87,6.779,8,1,0,37,0.925,"",NA,NA,NA
"1548","replace","roach",72,2.262,9,1,1,34,0.85,"skip",0,NA,3.653
"1548","need","faucet",35,1.362,10,1,0,19,0.475,"",NA,NA,NA
"1548","mill","feast",24,2.03,11,1,1,10,0.25,"rubber",0,NA,3.834
"1548","bias","sirloin",14,1.29,12,1,1,4,0.1,"skip",0,NA,1.883
"1548","rock","milk",85,9.053,13,1,1,36,0.9,"milk",1,NA,2.261
"1548","pork","emperor",25,1.42,14,1,0,11,0.275,"",NA,NA,NA
"1548","fan","feature",28,3.314,15,1,1,14,0.35,"feature",1,NA,2.593
"1548","shrink","mafia",94,3.872,16,1,1,40,1,"skip",0,NA,3.873
"1548","port","cinema",56,2.008,17,1,1,22,0.55,"cinema",1,NA,7.184
"1548","prison","loaf",78,1.758,18,1,0,35,0.875,"",NA,NA,NA
"1548","smother","surgery",21,3.176,19,1,0,7,0.175,"",NA,NA,NA
"1548","pea","bathtub",28,1.845,20,1,0,15,0.375,"",NA,NA,NA
"1548","climax","saucer",69,1.583,21,1,0,29,0.725,"",NA,NA,NA
"1548","glue","force",29,2.947,22,1,1,16,0.4,"skip",0,NA,6.753
"1548","copy","bedroom",51,2.598,23,1,0,21,0.525,"",NA,NA,NA
"1548","anger","decay",60,5.506,24,1,1,24,0.6,"skip",0,NA,3.886
"1548","link","crisis",70,1.329,25,1,0,31,0.775,"",NA,NA,NA
"1548","remind","foam",23,3.05,26,1,0,9,0.225,"",NA,NA,NA
"1548","risk","zero",10,2.105,27,1,0,3,0.075,"",NA,NA,NA
"1548","fee","chowder",20,3.568,28,1,0,5,0.125,"",NA,NA,NA
"1548","collect","loyalty",39,1.263,29,1,1,20,0.5,"skip",0,NA,2.569
"1548","bacon","feud",20,1.709,30,1,1,6,0.15,"feud",1,NA,4.76
"1548","forest","knob",63,1.609,31,1,1,26,0.65,"skip",0,NA,2.508
"1548","calf","annoy",67,2.432,32,1,0,27,0.675,"",NA,NA,NA
"1548","capital","figure",4,1.393,33,1,0,1,0.025,"",NA,NA,NA
"1548","caring","skirt",72,2.868,34,1,0,33,0.825,"",NA,NA,NA
"1548","visit","glove",71,1.896,35,1,1,32,0.8,"skip",0,NA,2.077
"1548","biology","temper",21,1.914,36,1,1,8,0.2,"skip",0,NA,2.887
"1548","chicken","beet",61,1.454,37,1,0,25,0.625,"",NA,NA,NA
"1548","bleach","ruin",90,1.471,38,1,0,39,0.975,"",NA,NA,NA
"1548","find","clown",34,1.956,39,1,1,18,0.45,"skip",0,NA,3.334
"1548","bullet","walkway",67,2.474,40,1,1,28,0.7,"walkway",1,NA,5.264
"1726","anger","decay",40,22.222,1,1,0,13,0.325,"",NA,NA,NA
"1726","biology","temper",25,47.986,2,1,0,3,0.075,"",NA,NA,NA
"1726","rock","milk",80,10.221,3,1,0,37,0.925,"",NA,NA,NA
"1726","risk","zero",35,7.351,4,1,1,10,0.25,"skip",0,NA,18.796
"1726","process","joker",30,13.989,5,1,0,5,0.125,"",NA,NA,NA
"1726","capital","figure",40,9.826,6,1,1,12,0.3,"skip",0,NA,47.613
"1726","need","faucet",35,13.697,7,1,0,9,0.225,"",NA,NA,NA
"1726","prison","loaf",80,8.947,8,1,1,38,0.95,"skip",0,NA,49.47
"1726","forest","knob",30,8.655,9,1,1,4,0.1,"knob",1,NA,3.307
"1726","fan","feature",60,7.778,10,1,0,23,0.575,"",NA,NA,NA
"1726","pork","emperor",45,5.185,11,1,1,14,0.35,"emperor",1,NA,7.726
"1726","grip","beach",70,17.594,12,1,0,33,0.825,"",NA,NA,NA
"1726","smother","surgery",75,36.436,13,1,1,36,0.9,"skip",0,NA,51.354
"1726","caring","skirt",55,23.649,14,1,0,21,0.525,"",NA,NA,NA
"1726","banner","glide",35,14.26,15,1,0,11,0.275,"",NA,NA,NA
"1726","bleach","ruin",90,10.122,16,1,1,40,1,"ruin",1,NA,6.643
"1726","link","crisis",45,27.704,17,1,1,16,0.4,"crisis",1,NA,6.368
"1726","chicken","beet",65,12.852,18,1,0,31,0.775,"",NA,NA,NA
"1726","find","clown",70,10.125,19,1,1,34,0.85,"skip",0,NA,49.809
"1726","visit","glove",45,22.376,20,1,0,17,0.425,"",NA,NA,NA
"1726","collect","loyalty",30,16.644,21,1,1,8,0.2,"skip",0,NA,32.223
"1726","bullet","walkway",30,13.057,22,1,0,7,0.175,"",NA,NA,NA
"1726","mill","feast",65,6.241,23,1,1,26,0.65,"feast",1,NA,3.146
"1726","knock","otter",45,11.807,24,1,1,20,0.5,"otter",1,NA,8.898
"1726","replace","roach",65,13.734,25,1,0,27,0.675,"",NA,NA,NA
"1726","calf","annoy",75,10.104,26,1,0,35,0.875,"",NA,NA,NA
"1726","bacon","feud",45,8.26,27,1,0,19,0.475,"",NA,NA,NA
"1726","remind","foam",45,13.251,28,1,0,15,0.375,"",NA,NA,NA
"1726","want","ascent",20,9.141,29,1,1,2,0.05,"skip",0,NA,48.099
"1726","climax","saucer",55,9.145,30,1,1,22,0.55,"saucer",1,NA,12.533
"1726","plant","worm",85,18.81,31,1,0,39,0.975,"",NA,NA,NA
"1726","bias","sirloin",60,11.066,32,1,0,25,0.625,"",NA,NA,NA
"1726","shrink","mafia",65,13.273,33,1,1,32,0.8,"skip",0,NA,65.939
"1726","nerve","bumper",20,26.352,34,1,0,1,0.025,"",NA,NA,NA
"1726","date","laugh",65,16.903,35,1,1,28,0.7,"laugh",1,NA,8.094
"1726","port","cinema",45,9.77,36,1,1,18,0.45,"cinema",1,NA,4.198
"1726","fee","chowder",30,8.28,37,1,1,6,0.15,"skip",0,NA,55.134
"1726","glue","force",65,19.456,38,1,0,29,0.725,"",NA,NA,NA
"1726","copy","bedroom",65,16.583,39,1,1,30,0.75,"house",0,NA,9.595
"1726","pea","bathtub",60,12.654,40,1,1,24,0.6,"bathtub",1,NA,4.635
"1768","process","joker",10,7.447,1,1,1,24,0.6,"no",0,NA,25.532
"1768","anger","decay",15,7.375,2,1,0,29,0.725,"",NA,NA,NA
"1768","calf","annoy",5,11.115,3,1,0,7,0.175,"",NA,NA,NA
"1768","grip","beach",10,12.66,4,1,0,17,0.425,"",NA,NA,NA
"1768","want","ascent",5,11.403,5,1,1,10,0.25,"saucer",0,NA,29.853
"1768","replace","roach",5,14.253,6,1,1,6,0.15,"rock",0,NA,11.721
"1768","risk","zero",12,6.438,7,1,1,28,0.7,"zero",1,NA,6.071
"1768","capital","figure",10,9.298,8,1,1,26,0.65,"figure",1,NA,6.082
"1768","copy","bedroom",10,12.956,9,1,1,18,0.45,"bedroom",1,NA,11.066
"1768","mill","feast",5,8.844,10,1,1,8,0.2,"feast",1,NA,12.791
"1768","link","crisis",10,8.93,11,1,1,20,0.5,"problem",0,NA,12.461
"1768","climax","saucer",15,10.086,12,1,1,32,0.8,"saucer",1,NA,6.718
"1768","rock","milk",10,12.456,13,1,0,27,0.675,"",NA,NA,NA
"1768","prison","loaf",20,19.676,14,1,0,37,0.925,"",NA,NA,NA
"1768","chicken","beet",10,4.708,15,1,0,23,0.575,"",NA,NA,NA
"1768","collect","loyalty",10,10.045,16,1,0,21,0.525,"",NA,NA,NA
"1768","find","clown",20,17.131,17,1,1,38,0.95,"clown",1,NA,5.631
"1768","bias","sirloin",20,9.585,18,1,0,35,0.875,"",NA,NA,NA
"1768","pea","bathtub",10,11.725,19,1,0,19,0.475,"",NA,NA,NA
"1768","glue","force",10,9.601,20,1,0,25,0.625,"",NA,NA,NA
"1768","fan","feature",10,9.976,21,1,1,16,0.4,"blade",0,NA,22.93
"1768","remind","foam",5,8.81,22,1,0,3,0.075,"",NA,NA,NA
"1768","smother","surgery",15,13.327,23,1,0,31,0.775,"",NA,NA,NA
"1768","banner","glide",10,28.757,24,1,0,15,0.375,"",NA,NA,NA
"1768","plant","worm",15,12.518,25,1,0,33,0.825,"",NA,NA,NA
"1768","knock","otter",5,8.206,26,1,1,2,0.05,"seal",0,NA,21.755
"1768","need","faucet",5,11.723,27,1,0,9,0.225,"",NA,NA,NA
"1768","bullet","walkway",7,10.562,28,1,0,13,0.325,"",NA,NA,NA
"1768","fee","chowder",5,6.56,29,1,0,5,0.125,"",NA,NA,NA
"1768","shrink","mafia",15,12.194,30,1,1,30,0.75,"mafia",1,NA,6.633
"1768","date","laugh",20,17.355,31,1,1,34,0.85,"laugh",1,NA,5.204
"1768","bacon","feud",7,12.476,32,1,1,14,0.35,"emperor",0,NA,13.821
"1768","forest","knob",5,4.706,33,1,0,11,0.275,"",NA,NA,NA
"1768","bleach","ruin",30,12.172,34,1,1,40,1,"ruin",1,NA,10.497
"1768","biology","temper",20,10.23,35,1,1,36,0.9,"anger",0,NA,25.972
"1768","pork","emperor",30,21.359,36,1,0,39,0.975,"",NA,NA,NA
"1768","caring","skirt",10,8.816,37,1,1,22,0.55,"leg",0,NA,16.351
"1768","port","cinema",5,16.269,38,1,0,1,0.025,"",NA,NA,NA
"1768","nerve","bumper",5,8.02,39,1,1,12,0.3,"bumper",1,NA,11.727
"1768","visit","glove",5,11.795,40,1,1,4,0.1,"run",0,NA,16.771
"2070","forest","knob",33,1.31,1,1,1,32,0.8,"knob",1,NA,3.264
"2070","port","cinema",20,9.679,2,1,1,18,0.45,"tree",0,NA,3.834
"2070","bleach","ruin",15,2.868,3,1,0,5,0.125,"",NA,NA,NA
"2070","collect","loyalty",26,1.519,4,1,1,26,0.65,"loyalty",1,NA,4.088
"2070","chicken","beet",20,8.48,5,1,0,17,0.425,"",NA,NA,NA
"2070","caring","skirt",19,9.208,6,1,0,13,0.325,"",NA,NA,NA
"2070","grip","beach",25,2.943,7,1,1,22,0.55,"trip",0,NA,7.134
"2070","bias","sirloin",10,2.139,8,1,1,2,0.05,"scheme",0,NA,3.92
"2070","plant","worm",63,2.497,9,1,1,38,0.95,"feast",0,NA,3.941
"2070","visit","glove",26,1.572,10,1,0,25,0.625,"",NA,NA,NA
"2070","calf","annoy",19,1.594,11,1,0,15,0.375,"",NA,NA,NA
"2070","nerve","bumper",18,1.493,12,1,0,11,0.275,"",NA,NA,NA
"2070","replace","roach",26,1.207,13,1,1,24,0.6,"fiend",0,NA,2.496
"2070","pork","emperor",22,1.224,14,1,0,21,0.525,"",NA,NA,NA
"2070","remind","foam",15,1.155,15,1,0,7,0.175,"",NA,NA,NA
"2070","rock","milk",5,24.597,16,1,0,1,0.025,"",NA,NA,NA
"2070","want","ascent",17,9.084,17,1,1,10,0.25,"desire",0,NA,2.233
"2070","risk","zero",68,1.177,18,1,0,39,0.975,"",NA,NA,NA
"2070","fan","feature",27,18.966,19,1,1,28,0.7,"feature",1,NA,1.915
"2070","need","faucet",19,14.708,20,1,1,14,0.35,"desire",0,NA,1.972
"2070","pea","bathtub",22,1.312,21,1,0,19,0.475,"",NA,NA,NA
"2070","fee","chowder",19,1.315,22,1,1,12,0.3,"feature",0,NA,4.324
"2070","date","laugh",63,11.573,23,1,0,37,0.925,"",NA,NA,NA
"2070","link","crisis",14,1.843,24,1,1,4,0.1,"lesson",0,NA,2.289
"2070","smother","surgery",15,2.949,25,1,1,8,0.2,"surgery",1,NA,4.437
"2070","climax","saucer",28,19.139,26,1,0,29,0.725,"",NA,NA,NA
"2070","anger","decay",62,1.512,27,1,1,36,0.9,"seethe",0,NA,6.594
"2070","process","joker",35,5.383,28,1,0,33,0.825,"",NA,NA,NA
"2070","shrink","mafia",22,7.183,29,1,1,20,0.5,"replace",0,NA,3.348
"2070","banner","glide",78,6.839,30,1,1,40,1,"unfurl",0,NA,5.203
"2070","copy","bedroom",15,2.53,31,1,1,6,0.15,"repeat",0,NA,2.361
"2070","biology","temper",30,2.447,32,1,1,30,0.75,"zero",0,NA,2.717
"2070","knock","otter",13,1.788,33,1,0,3,0.075,"",NA,NA,NA
"2070","bullet","walkway",26,1.35,34,1,0,27,0.675,"",NA,NA,NA
"2070","mill","feast",25,1.23,35,1,0,23,0.575,"",NA,NA,NA
"2070","find","clown",16,14.607,36,1,0,9,0.225,"",NA,NA,NA
"2070","bacon","feud",19,1.35,37,1,1,16,0.4,"feast",0,NA,18.125
"2070","prison","loaf",51,1.095,38,1,1,34,0.85,"loaf",1,NA,2.448
"2070","glue","force",60,2.599,39,1,0,35,0.875,"",NA,NA,NA
"2070","capital","figure",33,6.099,40,1,0,31,0.775,"",NA,NA,NA
"2117","calf","annoy",32,2.845,1,1,0,13,0.325,"",NA,NA,NA
"2117","want","ascent",36,3.369,2,1,0,19,0.475,"",NA,NA,NA
"2117","plant","worm",82,3.642,3,1,0,39,0.975,"",NA,NA,NA
"2117","fee","chowder",32,6.427,4,1,0,11,0.275,"",NA,NA,NA
"2117","port","cinema",33,3.818,5,1,1,14,0.35,"cinema",1,NA,6.73
"2117","remind","foam",30,4.679,6,1,0,9,0.225,"",NA,NA,NA
"2117","bullet","walkway",36,4.379,7,1,1,18,0.45,"walkway",1,NA,3.413
"2117","need","faucet",96,5.549,8,1,1,40,1,"faucet",1,NA,6.655
"2117","capital","figure",24,6.934,9,1,0,3,0.075,"",NA,NA,NA
"2117","pork","emperor",81,5.873,10,1,1,38,0.95,"emperor",1,NA,9.495
"2117","banner","glide",56,6.224,11,1,1,30,0.75,"slide",0,NA,17.423
"2117","nerve","bumper",26,7.25,12,1,0,5,0.125,"",NA,NA,NA
"2117","rock","milk",43,4.7,13,1,0,29,0.725,"",NA,NA,NA
"2117","anger","decay",64,5.596,14,1,0,33,0.825,"",NA,NA,NA
"2117","forest","knob",22,4.684,15,1,1,2,0.05,"knob",1,NA,13.875
"2117","knock","otter",25,4.917,16,1,1,4,0.1,"open",0,NA,22.64
"2117","risk","zero",78,4.584,17,1,0,37,0.925,"",NA,NA,NA
"2117","biology","temper",31,4.652,18,1,1,10,0.25,"temper",1,NA,6.582
"2117","pea","bathtub",40,6.167,19,1,0,27,0.675,"",NA,NA,NA
"2117","bacon","feud",34,4.881,20,1,0,17,0.425,"",NA,NA,NA
"2117","bias","sirloin",29,4.186,21,1,0,7,0.175,"",NA,NA,NA
"2117","caring","skirt",37,5.628,22,1,0,23,0.575,"",NA,NA,NA
"2117","replace","roach",72,6.32,23,1,1,36,0.9,"roach",1,NA,33.179
"2117","prison","loaf",27,4.587,24,1,1,6,0.15,"loaf",1,NA,12.846
"2117","glue","force",63,3.73,25,1,1,32,0.8,"force",1,NA,3.343
"2117","mill","feast",39,3.311,26,1,0,25,0.625,"",NA,NA,NA
"2117","climax","saucer",12,5.53,27,1,0,1,0.025,"",NA,NA,NA
"2117","chicken","beet",29,2.936,28,1,1,8,0.2,"beet",1,NA,5.74
"2117","shrink","mafia",33,3.64,29,1,0,15,0.375,"",NA,NA,NA
"2117","link","crisis",66,3.89,30,1,1,34,0.85,"crisis",1,NA,6.482
"2117","visit","glove",62,10.429,31,1,0,31,0.775,"",NA,NA,NA
"2117","smother","surgery",34,4.002,32,1,1,16,0.4,"surgery",1,NA,5.878
"2117","process","joker",32,4.869,33,1,1,12,0.3,"poker",0,NA,5.887
"2117","copy","bedroom",40,4.921,34,1,1,26,0.65,"bedroom",1,NA,6.896
"2117","bleach","ruin",36,2.843,35,1,0,21,0.525,"",NA,NA,NA
"2117","find","clown",42,4.458,36,1,1,28,0.7,"clown",1,NA,6.598
"2117","date","laugh",71,7.062,37,1,0,35,0.875,"",NA,NA,NA
"2117","grip","beach",36,3.024,38,1,1,20,0.5,"beach",1,NA,14.55
"2117","collect","loyalty",37,4.036,39,1,1,22,0.55,"loyal",0,NA,11.839
"2117","fan","feature",37,11.018,40,1,1,24,0.6,"feature",1,NA,5.934
"2264","find","clown",53,1.11,1,1,1,26,0.65,"chowder",0,NA,5.454
"2264","bias","sirloin",53,0.95,2,1,1,14,0.35,"skip",0,NA,5.799
"2264","biology","temper",55,1.614,3,1,1,36,0.9,"measure",0,NA,7.016
"2264","want","ascent",53,1.878,4,1,1,4,0.1,"need",0,NA,2.488
"2264","bullet","walkway",53,1.271,5,1,0,25,0.625,"",NA,NA,NA
"2264","knock","otter",53,0.79,6,1,1,30,0.75,"door",0,NA,2.711
"2264","climax","saucer",53,0.767,7,1,1,12,0.3,"pork",0,NA,4.75
"2264","anger","decay",50,6.859,8,1,0,1,0.025,"",NA,NA,NA
"2264","prison","loaf",53,0.794,9,1,0,27,0.675,"",NA,NA,NA
"2264","remind","foam",53,0.79,10,1,0,3,0.075,"",NA,NA,NA
"2264","collect","loyalty",53,1.495,11,1,1,10,0.25,"skip",0,NA,9.491
"2264","grip","beach",53,0.861,12,1,0,7,0.175,"",NA,NA,NA
"2264","chicken","beet",53,1.142,13,1,1,24,0.6,"ladel",0,NA,6.582
"2264","mill","feast",54,1.335,14,1,1,34,0.85,"feast",1,NA,2.168
"2264","fee","chowder",53,0.822,15,1,1,28,0.7,"show",0,NA,2.489
"2264","date","laugh",53,0.916,16,1,0,23,0.575,"",NA,NA,NA
"2264","capital","figure",53,0.982,17,1,0,9,0.225,"",NA,NA,NA
"2264","link","crisis",53,1.012,18,1,0,13,0.325,"",NA,NA,NA
"2264","need","faucet",53,0.95,19,1,0,15,0.375,"",NA,NA,NA
"2264","port","cinema",55,1.812,20,1,0,37,0.925,"",NA,NA,NA
"2264","rock","milk",53,1.27,21,1,1,6,0.15,"hand",0,NA,6.807
"2264","pea","bathtub",53,2.55,22,1,1,32,0.8,"stout",0,NA,2.935
"2264","process","joker",53,1.077,23,1,1,8,0.2,"joker",1,NA,3.278
"2264","fan","feature",53,0.734,24,1,0,29,0.725,"",NA,NA,NA
"2264","nerve","bumper",53,5.764,25,1,0,33,0.825,"",NA,NA,NA
"2264","bacon","feud",57,0.734,26,1,1,40,1,"skip",0,NA,4.686
"2264","pork","emperor",51,3.119,27,1,1,2,0.05,"emperor",1,NA,5.222
"2264","caring","skirt",53,0.734,28,1,1,22,0.55,"loaf",0,NA,13.16
"2264","calf","annoy",53,2.413,29,1,0,31,0.775,"",NA,NA,NA
"2264","visit","glove",54,2.572,30,1,0,35,0.875,"",NA,NA,NA
"2264","replace","roach",53,1.461,31,1,1,18,0.45,"fish",0,NA,4.174
"2264","risk","zero",53,1.086,32,1,1,16,0.4,"reward",0,NA,2.455
"2264","forest","knob",53,1.526,33,1,1,20,0.5,"red",0,NA,2.518
"2264","banner","glide",53,1.076,34,1,0,21,0.525,"",NA,NA,NA
"2264","smother","surgery",57,0.822,35,1,0,39,0.975,"",NA,NA,NA
"2264","plant","worm",53,0.886,36,1,0,11,0.275,"",NA,NA,NA
"2264","bleach","ruin",53,0.823,37,1,0,5,0.125,"",NA,NA,NA
"2264","shrink","mafia",53,1.216,38,1,0,19,0.475,"",NA,NA,NA
"2264","glue","force",53,0.981,39,1,0,17,0.425,"",NA,NA,NA
"2264","copy","bedroom",57,1.238,40,1,1,38,0.95,"skip",0,NA,7.02
"2790","fan","feature",70,7.09,1,1,0,39,0.975,"",NA,NA,NA
"2790","banner","glide",54,8.126,2,1,1,16,0.4,"glide",1,NA,13.605
"2790","bleach","ruin",58,8.62,3,1,1,32,0.8,"ruin",1,NA,6.775
"2790","process","joker",55,10.982,4,1,1,20,0.5,"joker",1,NA,5.985
"2790","capital","figure",44,10.808,5,1,1,8,0.2,"figure",1,NA,9.563
"2790","need","faucet",55,8.783,6,1,0,19,0.475,"",NA,NA,NA
"2790","collect","loyalty",43,8.589,7,1,1,4,0.1,"loyalty",1,NA,10.656
"2790","grip","beach",56,7.195,8,1,0,25,0.625,"",NA,NA,NA
"2790","bias","sirloin",45,10.051,9,1,0,11,0.275,"",NA,NA,NA
"2790","find","clown",41,7.869,10,1,1,2,0.05,"clown",1,NA,4.739
"2790","calf","annoy",39,6.972,11,1,0,1,0.025,"",NA,NA,NA
"2790","plant","worm",66,7.83,12,1,1,38,0.95,"worm",1,NA,8.824
"2790","smother","surgery",46,9.942,13,1,1,12,0.3,"surgery",1,NA,10.293
"2790","shrink","mafia",59,7.531,14,1,0,35,0.875,"",NA,NA,NA
"2790","remind","foam",56,13.333,15,1,0,21,0.525,"",NA,NA,NA
"2790","risk","zero",100,6.261,16,1,1,40,1,"zero",1,NA,3.09
"2790","rock","milk",58,6.941,17,1,1,34,0.85,"milk",1,NA,7.579
"2790","replace","roach",52,8.637,18,1,0,15,0.375,"",NA,NA,NA
"2790","pea","bathtub",55,27.816,19,1,1,18,0.45,"bathtub",1,NA,10.061
"2790","copy","bedroom",60,6.741,20,1,1,36,0.9,"bedroom",1,NA,8.333
