subn,word1,word2,jol,jolrt,trial,list,practice,jolrank,jolrankp,restudyresp,restudyacc,restudyrtfirst,restudyrt,resp,testacc,rtfirst,rt
3513,knock,otter,6,9.137,32,1,0,23,0.575,,NA,NA,NA,sink,0,5.444,7.253
3513,grip,beach,4,3.431,12,1,0,9,0.225,,NA,NA,NA,gold,0,2.709,8.526
3513,remind,foam,4,8.768,21,1,1,12,0.3,mouse,0,NA,4.806,tack,0,5.827,8.463
3513,need,faucet,5,5.095,26,1,1,16,0.4,monkey,0,NA,6.806,bean,0,4.226,6.278
3513,want,ascent,11,9.19,38,1,0,33,0.825,,NA,NA,NA,ascend,0,3.555,6.774
3513,fan,feature,6,7.737,15,1,1,22,0.55,feud,0,NA,16.189,window,0,3.077,6.189
3513,visit,glove,5,5.785,34,1,0,17,0.425,,NA,NA,NA,time,0,6.104,7.615
3593,port,cinema,14,2.001,20,1,1,22,0.55,knot,0,NA,4.373,skip,0,0.935,2.072
3593,visit,glove,9,2.628,14,1,0,17,0.425,,NA,NA,NA,skip,0,1.583,2.568
3593,process,joker,3,1.337,5,1,1,4,0.1,face,0,NA,16.844,skip,0,0.934,2.099
3593,need,faucet,17,2.087,21,1,1,24,0.6,dog,0,NA,3.572,skip,0,0.706,2.117
3593,bacon,feud,21,1.204,37,1,1,28,0.7,dog,0,NA,5.07,skip,0,1.182,3.334
3593,plant,worm,25,1.687,29,1,1,32,0.8,worm,1,NA,3.26,skip,0,0.623,1.574
3593,nerve,bumper,1,2.489,31,1,1,2,0.05,dog,0,NA,3.321,skip,0,0.632,2.186
3593,calf,annoy,4,1.761,27,1,1,8,0.2,dog,0,NA,2.754,skip,0,0.647,1.88
3593,capital,figure,18,1.731,18,1,1,26,0.65,donkey,0,NA,8.905,skip,0,0.847,1.81
3593,want,ascent,1,5.867,12,1,0,1,0.025,,NA,NA,NA,skip,0,0.901,1.912
3593,forest,knob,7,1.906,35,1,1,14,0.35,dog,0,NA,1.83,skip,0,0.869,1.994
3593,bullet,walkway,8,0.959,32,1,0,15,0.375,,NA,NA,NA,skip,0,0.77,1.72
3593,pork,emperor,21,2.19,39,1,0,27,0.675,,NA,NA,NA,skip,0,0.955,1.962
3593,anger,decay,41,2.094,34,1,0,37,0.925,,NA,NA,NA,skip,0,1.193,2.519
3593,mill,feast,59,3.409,33,1,1,38,0.95,dog,0,NA,3.478,skip,0,0.929,1.962
3593,risk,zero,98,3.096,11,1,1,40,1,desk,0,NA,5.004,skip,0,0.63,1.701
3593,knock,otter,5,7.825,38,1,0,9,0.225,,NA,NA,NA,skip,0,1.769,3.566
3593,bias,sirloin,7,1.479,9,1,0,13,0.325,,NA,NA,NA,skip,0,0.85,1.791
3593,caring,skirt,2,1.062,3,1,0,3,0.075,,NA,NA,NA,skip,0,0.658,1.665
3593,fan,feature,31,1.764,2,1,1,34,0.85,dog,0,NA,8.036,skip,0,0.743,2.527
3593,collect,loyalty,85,1.487,28,1,0,39,0.975,,NA,NA,NA,loyalty,1,0.816,2.475
3593,shrink,mafia,3,1.676,16,1,0,5,0.125,,NA,NA,NA,skip,0,0.604,1.959
3593,biology,temper,13,2.006,24,1,0,21,0.525,,NA,NA,NA,skip,0,0.606,1.585
3593,link,crisis,24,2.794,25,1,1,30,0.75,dog,0,NA,3.833,skip,0,0.629,1.525
3593,grip,beach,5,1.739,17,1,1,10,0.25,glove,0,NA,3.339,skip,0,1.047,2.003
3593,rock,milk,12,13.278,7,1,1,20,0.5,meat,0,NA,10.841,skip,0,0.578,1.554
3593,climax,saucer,6,1.404,36,1,1,12,0.3,dog,0,NA,2.567,skip,0,0.745,2.039
3593,pea,bathtub,24,1.923,19,1,0,31,0.775,,NA,NA,NA,skip,0,0.53,1.699
3593,bleach,ruin,12,1.82,22,1,0,19,0.475,,NA,NA,NA,skip,0,0.559,2.176
3593,glue,force,16,1.095,1,1,0,23,0.575,,NA,NA,NA,skip,0,0.631,1.77
3593,remind,foam,5,1.417,8,1,0,11,0.275,,NA,NA,NA,skip,0,1.037,2.152
3593,copy,bedroom,4,3.016,13,1,1,6,0.15,paste,0,NA,159.827,skip,0,0.964,2.105
3593,banner,glide,4,6.633,30,1,0,7,0.175,,NA,NA,NA,skip,0,0.986,1.903
3593,smother,surgery,32,1.149,6,1,1,36,0.9,sugary,0,NA,11.187,sugary,0,1.489,2.859
3593,replace,roach,11,2.51,23,1,1,18,0.45,dog,0,NA,4.165,skip,0,0.917,3.022
3593,date,laugh,31,1.543,4,1,0,35,0.875,,NA,NA,NA,skip,0,0.823,1.912
3593,prison,loaf,17,13.357,40,1,0,25,0.625,,NA,NA,NA,skip,0,0.967,2.458
3593,find,clown,21,1.584,26,1,0,29,0.725,,NA,NA,NA,skip,0,1.021,1.624
3593,chicken,beet,30,2.089,15,1,0,33,0.825,,NA,NA,NA,beet,1,1.027,1.91
3593,fee,chowder,9,1.188,10,1,1,16,0.4,foam,0,NA,18.305,skip,0,0.677,1.38
4172,remind,foam,32,8.027,14,1,0,5,0.125,,NA,NA,NA,request,0,10.512,13.601
4172,collect,loyalty,59,6.978,12,1,1,26,0.65,reward,0,NA,9.087,beach,0,16.056,18.153
4172,mill,feast,76,8.429,17,1,0,35,0.875,,NA,NA,NA,feast,1,9.618,11.69
4172,smother,surgery,46,7.624,29,1,0,15,0.375,,NA,NA,NA,doctor,0,6.346,8.709
4172,capital,figure,61,14.7,18,1,1,28,0.7,figure,1,NA,11.586,leader,0,9.811,11.817
4172,banner,glide,21,6.408,31,1,0,1,0.025,,NA,NA,NA,skip,0,14.656,16.391
4172,plant,worm,97,7.973,13,1,0,39,0.975,,NA,NA,NA,worm,1,8.559,10.613
4172,fan,feature,40,5.578,39,1,0,9,0.225,,NA,NA,NA,skip,0,14.187,16.1
4172,bleach,ruin,71,7.01,11,1,1,32,0.8,stain,0,NA,6.231,stain,0,2.287,4.311
4172,visit,glove,29,4.214,35,1,1,4,0.1,glove,1,NA,11.906,laugh,0,22.068,25.46
4172,risk,zero,95,8.959,1,1,1,38,0.95,zero,1,NA,12.098,zero,1,9.75,11.684
4172,bacon,feud,75,5.599,32,1,1,34,0.85,feud,1,NA,11.173,feud,1,5.271,7.295
4172,caring,skirt,45,8.719,9,1,0,13,0.325,,NA,NA,NA,smile,0,8.468,11.201
4172,chicken,beet,24,7.104,8,1,0,3,0.075,,NA,NA,NA,milk,0,23.725,25.537
4172,process,joker,58,10.583,21,1,1,24,0.6,internal,0,NA,18.015,banner,0,26.427,28.273
4172,pork,emperor,23,5.588,37,1,1,2,0.05,loin,0,NA,15.592,skip,0,12.516,14.244
4172,knock,otter,53,6.064,22,1,0,19,0.475,,NA,NA,NA,door,0,6.02,7.534
4172,bias,sirloin,38,5.193,25,1,0,7,0.175,,NA,NA,NA,envy,0,3.958,5.835
4172,nerve,bumper,53,6.132,16,1,1,20,0.5,otter,0,NA,13.634,skip,0,8.2,9.888
4172,glue,force,55,9.458,40,1,0,21,0.525,,NA,NA,NA,fold,0,11.244,16.068
4172,date,laugh,68,4.862,23,1,0,31,0.775,,NA,NA,NA,laugh,1,4.89,6.796
4172,pea,bathtub,58,5.307,10,1,0,23,0.575,,NA,NA,NA,bath,0,10.789,12.527
4172,forest,knob,51,7.341,38,1,0,17,0.425,,NA,NA,NA,milk,0,13.278,15.157
4172,anger,decay,59,10.614,7,1,0,25,0.625,,NA,NA,NA,ascent,0,2.917,5.385
4172,want,ascent,40,6.099,24,1,1,8,0.2,need,0,NA,14.192,ascent,1,7.804,9.822
4172,need,faucet,71,7.98,26,1,0,33,0.825,,NA,NA,NA,sink,0,22.183,23.759
4172,replace,roach,38,6.821,3,1,1,6,0.15,remain,0,NA,13.093,skip,0,12.104,13.703
4172,prison,loaf,98,8.12,4,1,1,40,1,bread,0,NA,5.808,loaf,1,10.08,12.677
4172,climax,saucer,42,14.29,15,1,1,12,0.3,worm,0,NA,19.142,plot,0,10.061,11.682
4172,grip,beach,41,6.789,28,1,1,10,0.25,tie,0,NA,14.121,skip,0,11.874,13.67
4172,fee,chowder,58,8.354,27,1,1,22,0.55,food,0,NA,18.886,chowder,1,3.198,6.984
4172,link,crisis,52,8.844,5,1,1,18,0.45,sirloin,0,NA,9.525,crisis,1,4.156,6.655
4172,find,clown,89,7.74,20,1,0,37,0.925,,NA,NA,NA,skirt,0,8.832,10.642
4172,port,cinema,41,6.791,33,1,0,11,0.275,,NA,NA,NA,sink,0,17.517,19.089
4172,copy,bedroom,50,8.885,34,1,1,16,0.4,glove,0,NA,22.917,skip,0,18.383,20.479
4172,biology,temper,64,6.752,30,1,0,29,0.725,,NA,NA,NA,anger,0,4.089,6.629
4172,calf,annoy,46,5.481,6,1,1,14,0.35,run,0,NA,10.517,skip,0,7.711,9.608
4172,rock,milk,60,5.741,36,1,0,27,0.675,,NA,NA,NA,star,0,5.125,7.111
4172,bullet,walkway,67,7.786,19,1,1,30,0.75,walkway,1,NA,6.181,skip,0,5.247,7.231
4172,shrink,mafia,82,7.43,2,1,1,36,0.9,mafia,1,NA,4.455,mafia,1,11.22,13.42
4480,shrink,mafia,4,1.724,16,1,0,7,0.175,,NA,NA,NA,move,0,2.368,5.268
4480,fan,feature,8,4.397,23,1,1,22,0.55,art,0,NA,6.707,tire,0,1.987,3.319
4480,process,joker,8,15.558,38,1,1,20,0.5,higher,0,NA,8.641,red,0,1.979,2.968
4480,copy,bedroom,7,6.583,32,1,0,15,0.375,,NA,NA,NA,this,0,2.261,3.327
4480,caring,skirt,4,20.869,19,1,1,6,0.15,tiger,0,NA,8.759,equal,0,1.742,3.838
4480,replace,roach,8,2.567,31,1,0,19,0.475,,NA,NA,NA,binder,0,2.639,4.127
4480,collect,loyalty,5,4.364,15,1,0,11,0.275,,NA,NA,NA,fantasy,0,1.719,3.76
4480,remind,foam,6,9.205,40,1,1,12,0.3,love,0,NA,4.039,ever,0,2.215,3.673
4480,pea,bathtub,22,1.183,35,1,1,36,0.9,bathtub,1,NA,4.808,bathtub,1,3.85,8.984
4480,calf,annoy,8,1.797,6,1,0,21,0.525,,NA,NA,NA,annoy,1,1.89,3.823
4480,plant,worm,18,1.669,5,1,0,35,0.875,,NA,NA,NA,wanted,0,2.476,5.655
4480,chicken,beet,14,1.532,13,1,1,32,0.8,tire,0,NA,6.079,hidden,0,3.943,5.951
4480,smother,surgery,11,1.958,14,1,1,26,0.65,surgery,1,NA,5.016,surgery,1,1.417,3.799
4480,bleach,ruin,5,3.661,11,1,1,8,0.2,ruin,1,NA,3.072,ruin,1,1.187,2.605
4480,bacon,feud,8,1.853,37,1,1,18,0.45,sandwich,0,NA,6.222,disease,0,1.773,3.211
4480,prison,loaf,25,3.039,1,1,0,37,0.925,,NA,NA,NA,cell,0,1.515,2.456
4480,rock,milk,6,1.295,17,1,1,14,0.35,steady,0,NA,4.004,thank,0,3.39,6.671
4480,bullet,walkway,5,9.311,29,1,0,9,0.225,,NA,NA,NA,weather,0,1.654,7.447
4480,capital,figure,16,1.422,20,1,1,34,0.85,person,0,NA,5.368,surrender,0,1.918,4.934
4480,knock,otter,6,26.613,28,1,0,13,0.325,,NA,NA,NA,hollow,0,4.262,5.791
4480,banner,glide,11,9.389,39,1,1,28,0.7,brute,0,NA,3.654,brute,0,1.967,3.391
4480,risk,zero,56,2.878,25,1,1,40,1,zero,1,NA,16.647,legacy,0,2.427,4.127
4480,nerve,bumper,7,2.327,3,1,1,16,0.4,bumper,1,NA,5.287,agency,0,1.98,3.904
4480,biology,temper,9,2.261,27,1,0,23,0.575,,NA,NA,NA,dinner,0,4.16,6.168
4480,mill,feast,28,1.556,2,1,1,38,0.95,feast,1,NA,3.575,feast,1,1.394,2.583
4480,forest,knob,10,3.838,4,1,1,24,0.6,knob,1,NA,4.207,ginger,0,3.567,6.343
4480,want,ascent,2,2.582,30,1,0,3,0.075,,NA,NA,NA,always,0,1.814,3.359
4480,grip,beach,2,2.518,24,1,1,2,0.05,wheel,0,NA,4.831,tight,0,2.066,4.592
4480,date,laugh,29,3.101,36,1,0,39,0.975,,NA,NA,NA,ready,0,2.572,4.304
4480,port,cinema,13,1.237,10,1,1,30,0.75,tree,0,NA,3.299,movie,0,4.807,7.319
4480,fee,chowder,13,1.334,22,1,0,31,0.775,,NA,NA,NA,real,0,1.819,5.183
4480,find,clown,11,2.062,33,1,0,27,0.675,,NA,NA,NA,yell,0,2.346,3.464
4480,climax,saucer,2,4.367,34,1,1,4,0.1,port,0,NA,40.171,evasion,0,2.883,5.243
4480,need,faucet,1,4.196,7,1,0,1,0.025,,NA,NA,NA,union,0,3.208,6.917
4480,visit,glove,5,3.966,18,1,1,10,0.25,grass,0,NA,3.023,fandom,0,4.686,7.263
4480,pork,emperor,11,3.254,9,1,0,29,0.725,,NA,NA,NA,june,0,3.004,4.232
4480,bias,sirloin,4,2.389,12,1,0,5,0.125,,NA,NA,NA,question,0,3.191,10.216
4480,link,crisis,15,4.022,21,1,0,33,0.825,,NA,NA,NA,animal,0,2.963,5.383
4480,glue,force,11,1.686,8,1,0,25,0.625,,NA,NA,NA,extend,0,2.14,4.129
4480,anger,decay,8,1.348,26,1,0,17,0.425,,NA,NA,NA,hard,0,2.775,3.792
4524,rock,milk,83,7.742,18,1,0,39,0.975,,NA,NA,NA,milk,1,3.361,6.551
4524,pork,emperor,65,10.526,13,1,1,28,0.7,empower,0,NA,18.623,empire,0,6.353,10.951
4524,risk,zero,82,12.436,24,1,0,37,0.925,,NA,NA,NA,zero,1,2.146,14.545
4524,shrink,mafia,44,2.262,30,1,0,9,0.225,,NA,NA,NA,skip,0,9.121,18.271
4524,port,cinema,43,1.557,21,1,0,7,0.175,,NA,NA,NA,glide,0,30.481,32.864
4524,collect,loyalty,42,4.037,25,1,1,6,0.15,,0,NA,4.276,skip,0,11.213,14.896
4524,bleach,ruin,84,9.742,2,1,1,40,1,ruin,1,NA,8.512,ruin,1,2.081,5.502
4524,copy,bedroom,59,1.894,6,1,0,15,0.375,,NA,NA,NA,skip,0,36.795,39.318
4524,plant,worm,83,5.686,8,1,1,38,0.95,worm,1,NA,10.02,worm,1,1.698,5.096
4524,caring,skirt,64,2.246,27,1,0,27,0.675,,NA,NA,NA,reason,0,24.06,27.512
4524,chicken,beet,69,2.222,22,1,0,31,0.775,,NA,NA,NA,skip,0,42.235,47.88
4524,knock,otter,61,8.421,17,1,0,19,0.475,,NA,NA,NA,otter,1,15.216,18.119
4524,calf,annoy,61,10.773,31,1,1,18,0.45,,0,NA,16.883,annoy,1,5.482,10.559
4524,bullet,walkway,43,2.157,5,1,1,8,0.2,,0,NA,6.231,skip,0,2.273,5.16
4524,need,faucet,73,8.884,34,1,1,32,0.8,,0,NA,11.711,faucet,1,6.034,9.04
4524,date,laugh,80,9.55,16,1,0,35,0.875,,NA,NA,NA,laugh,1,1.976,4.424
4524,replace,roach,45,1.534,37,1,0,11,0.275,,NA,NA,NA,roach,1,6.749,10.056
4524,pea,bathtub,82,17.597,35,1,1,36,0.9,bathtub,1,NA,7.312,bathtub,1,1.649,5.287
4524,bias,sirloin,47,10.463,26,1,1,12,0.3,,0,NA,4.616,skip,0,1.825,5.144
4524,banner,glide,62,13.348,10,1,0,23,0.575,,NA,NA,NA,skip,0,3.098,7.104
4524,mill,feast,37,1.789,1,1,1,4,0.1,feast,1,NA,7.923,crisis,0,20.749,28.64
4524,grip,beach,61,1.91,15,1,0,21,0.525,,NA,NA,NA,skip,0,4.084,6.928
4524,want,ascent,62,8.454,36,1,0,25,0.625,,NA,NA,NA,ascent,1,7.668,11.887
4524,forest,knob,75,14.271,38,1,0,33,0.825,,NA,NA,NA,grip,0,3.569,12.744
4524,remind,foam,30,3.644,7,1,0,1,0.025,,NA,NA,NA,skip,0,14.185,16.936
4524,anger,decay,80,11.079,23,1,1,34,0.85,decay,1,NA,14.603,decay,1,6.472,8.871
4524,process,joker,34,1.462,28,1,1,2,0.05,,0,NA,8.958,skip,0,1.863,9.607
4524,capital,figure,54,3.309,12,1,0,13,0.325,,NA,NA,NA,idea,0,8.04,11.073
4524,visit,glove,36,2.093,3,1,0,3,0.075,,NA,NA,NA,skip,0,8.215,10.791
4524,nerve,bumper,40,1.837,40,1,0,5,0.125,,NA,NA,NA,skip,0,16.001,18.624
4524,find,clown,65,1.748,39,1,0,29,0.725,,NA,NA,NA,knob,0,2.376,5.271
4524,link,crisis,62,7.318,33,1,1,24,0.6,forest,0,NA,19.576,crisis,1,3.242,6.32
4524,prison,loaf,58,3.486,32,1,1,14,0.35,,0,NA,3.519,skip,0,7.249,10.175
4524,smother,surgery,60,2.253,29,1,0,17,0.425,,NA,NA,NA,skip,0,43.525,47.313
4524,glue,force,67,2.414,11,1,1,30,0.75,force,1,NA,12.87,force,1,33.613,36.519
4524,fan,feature,60,9.309,9,1,1,16,0.4,feature,1,NA,40.896,detail,0,4.418,96.896
4524,bacon,feud,62,2.982,20,1,1,26,0.65,,0,NA,15.159,skip,0,10.298,13.032
4524,biology,temper,61,10.31,19,1,1,20,0.5,,0,NA,4.45,temper,1,9.396,12.096
4524,climax,saucer,45,2.382,4,1,1,10,0.25,,0,NA,11.525,skip,0,2.458,4.889
4524,fee,chowder,62,14.242,14,1,1,22,0.55,,0,NA,9.144,chowder,1,33.572,36.711
4595,rock,milk,36,3.507,6,1,1,30,0.75,star,0,NA,23.1,hill ,0,6.061,8.797
4595,remind,foam,17,9.981,24,1,1,20,0.5,letter,0,NA,4.214,letter,0,1.698,3.355
4595,caring,skirt,26,1.55,13,1,1,26,0.65,fan,0,NA,8.07,love,0,1.659,3.438
4595,process,joker,80,2.582,31,1,1,36,0.9,time,0,NA,52.036,peas,0,1.301,2.839
4595,capital,figure,60,4.733,40,1,1,34,0.85,one,0,NA,5.032,home,0,1.396,2.895
4595,climax,saucer,1,1.891,2,1,0,1,0.025,,NA,NA,NA,store,0,2.398,4.169
4595,port,cinema,17,3.157,27,1,0,19,0.475,,NA,NA,NA,ancient,0,2.58,4.766
4595,banner,glide,32,2.016,30,1,0,29,0.725,,NA,NA,NA,era,0,2.109,3.704
4595,prison,loaf,14,1.878,15,1,0,15,0.375,,NA,NA,NA,bagel ,0,2.014,4.191
4595,link,crisis,43,1.502,39,1,0,31,0.775,,NA,NA,NA,internet,0,2.141,4.479
4595,pea,bathtub,22,1.726,1,1,1,22,0.55,bathtub,1,NA,5.771,bacon,0,2.622,4.513
4595,smother,surgery,75,32.265,26,1,0,35,0.875,,NA,NA,NA,ring,0,1.876,3.559
4595,biology,temper,57,3.478,33,1,0,33,0.825,,NA,NA,NA,book,0,2.573,4.312
4595,bacon,feud,24,1.636,32,1,0,25,0.625,,NA,NA,NA,pea,0,2.516,4.4
4595,fan,feature,15,4.254,4,1,1,16,0.4,feast ,0,NA,19.479,tall,0,2.22,3.944
4595,bias,sirloin,4,1.517,8,1,1,6,0.15,home,0,NA,5.743,castle,0,3.659,6.142
4595,mill,feast,7,1.879,5,1,0,9,0.225,,NA,NA,NA,home,0,2.645,4.344
4595,grip,beach,19,1.686,22,1,0,21,0.525,,NA,NA,NA,space,0,2.357,4.324
4595,nerve,bumper,28,10.748,36,1,1,28,0.7,brain,0,NA,5.173,sense,0,22.639,24.335
4595,risk,zero,93,1.913,34,1,1,38,0.95,passion,0,NA,6.155,fail,0,2.091,7.296
4595,fee,chowder,7,1.638,23,1,1,10,0.25,ticket,0,NA,5.187,moeny,0,1.673,4.24
4595,need,faucet,1,1.509,18,1,1,2,0.05,peas,0,NA,4.895,letter,0,3.752,5.487
4595,chicken,beet,4,1.431,3,1,0,7,0.175,,NA,NA,NA,laugh,0,1.416,3.239
4595,bleach,ruin,99,1.54,20,1,0,39,0.975,,NA,NA,NA,ruin,1,0.993,6.696
4595,shrink,mafia,5,1.582,7,1,1,8,0.2,dryer,0,NA,5.055,dryer,0,1.832,3.621
4595,copy,bedroom,8,1.712,25,1,0,11,0.275,,NA,NA,NA,lleter,0,1.481,3.505
4595,want,ascent,4,1.827,11,1,0,5,0.125,,NA,NA,NA,heart,0,2.048,4.295
4595,replace,roach,14,1.671,12,1,1,14,0.35,bacon,0,NA,8.951,sin,0,6.648,8.544
4595,pork,emperor,1,1.344,35,1,0,3,0.075,,NA,NA,NA,liar,0,5.425,8.123
4595,knock,otter,15,1.558,14,1,0,17,0.425,,NA,NA,NA,baby,0,2.788,4.407
4595,bullet,walkway,23,1.711,29,1,1,24,0.6,hurt,0,NA,5.836,hole,0,1.99,6.543
4595,plant,worm,14,1.854,21,1,0,13,0.325,,NA,NA,NA,green,0,4.013,5.984
4595,date,laugh,100,2.063,17,1,1,40,1,laugh,1,NA,4.941,couple,0,11.726,13.816
4595,forest,knob,15,7.722,19,1,1,18,0.45,olaf ,0,NA,8.471,laugh,0,1.467,3.358
4595,find,clown,85,1.967,28,1,0,37,0.925,,NA,NA,NA,lost,0,2.509,4.472
4595,collect,loyalty,23,5.397,16,1,0,23,0.575,,NA,NA,NA,paper,0,2.012,3.511
4595,calf,annoy,10,2.421,38,1,1,12,0.3,bacon,0,NA,6.63,moon,0,4.444,8.095
4595,anger,decay,3,1.885,37,1,1,4,0.1,red,0,NA,4.56,seeds,0,2.213,4.232
4595,visit,glove,47,5.947,10,1,1,32,0.8,parents,0,NA,4.481,people,0,3.476,5.312
4595,glue,force,27,2.752,9,1,0,27,0.675,,NA,NA,NA,risk,0,2.996,5.087
4659,grip,beach,72,2.957,10,1,0,27,0.675,,NA,NA,NA,stone,0,3.08,6.365
4659,mill,feast,70,2.896,6,1,0,21,0.525,,NA,NA,NA, creek,0,2.701,5.399
4659,forest,knob,73,2.858,18,1,0,31,0.775,,NA,NA,NA, font,0,2.361,7.153
4659,glue,force,74,12.677,36,1,0,35,0.875,,NA,NA,NA, ,0,6.914,8.374
4659,bullet,walkway,63,3.115,3,1,0,7,0.175,,NA,NA,NA, hole,0,2.136,5.16
4659,fee,chowder,71,3.354,8,1,1,26,0.65,test,0,NA,9.655,   gate,0,2.401,16.617
4659,remind,foam,70,5.742,12,1,0,23,0.575,,NA,NA,NA,ask,0,3.995,8.095
4659,need,faucet,63,2.405,28,1,1,6,0.15,harp,0,NA,12.184,call,0,5.683,8.231
4659,calf,annoy,62,3.44,33,1,1,4,0.1,wilt,0,NA,7.757,ring,0,2.976,5.378
4659,capital,figure,68,6.747,1,1,1,14,0.35,building,0,NA,16.363,car,0,7.117,9.297
4659,plant,worm,59,2.172,16,1,1,2,0.05,worm,1,NA,10.698,worm,1,3.475,8.884
4659,knock,otter,73,2.897,11,1,1,28,0.7,wood,0,NA,5.243, down,0,2.14,5.74
4659,copy,bedroom,67,3.773,7,1,0,13,0.325,,NA,NA,NA,mark,0,3.211,5.924
4659,prison,loaf,73,2.781,40,1,1,30,0.75,park,0,NA,7.229,game,0,4.616,21.439
4659,find,clown,76,3.004,5,1,1,38,0.95,gas,0,NA,8.72,fair,0,2.907,13.101
4659,visit,glove,71,8.071,26,1,1,24,0.6,took,0,NA,10.718,clod,0,3.609,9.22
4659,nerve,bumper,77,5.242,22,1,0,39,0.975,,NA,NA,NA,steam,0,2.917,9.926
4659,anger,decay,75,2.364,24,1,1,36,0.9,storm,0,NA,6.774,fill,0,2.704,7.567
4659,rock,milk,67,9.636,25,1,1,12,0.3,cloud,0,NA,5.837,fame,0,5.643,9.748
4659,risk,zero,74,1.709,27,1,1,34,0.85,kill,0,NA,5.807,dart,0,2.8,21.072
4659,caring,skirt,70,1.987,13,1,1,20,0.5,plan,0,NA,5.517,hand,0,2.618,7.016
4659,shrink,mafia,68,3.409,9,1,0,15,0.375,,NA,NA,NA,comb,0,4.579,10.399
4659,process,joker,69,2.668,2,1,1,18,0.45,meet,0,NA,9.204,street,0,2.604,5.586
4659,biology,temper,68,9.603,32,1,0,17,0.425,,NA,NA,NA,wand,0,2.904,6.377
4659,climax,saucer,75,20.9,35,1,0,37,0.925,,NA,NA,NA,heal,0,3.084,7.026
4659,smother,surgery,69,2.085,37,1,0,19,0.475,,NA,NA,NA,bolt,0,4.332,14.154
4659,link,crisis,63,3.789,39,1,1,8,0.2,miss,0,NA,9.559,crab,0,3.648,16.164
4659,want,ascent,66,2.755,15,1,0,11,0.275,,NA,NA,NA,find,0,2.99,6.814
4659,bleach,ruin,64,3.268,21,1,0,9,0.225,,NA,NA,NA,fool,0,4.094,7.327
4659,chicken,beet,79,2.052,31,1,1,40,1,sand,0,NA,6.088,film,0,3.38,8.557
4659,port,cinema,70,2.987,19,1,1,22,0.55,hand,0,NA,9.481,hole,0,3.246,5.57
4659,pea,bathtub,62,2.5,4,1,0,3,0.075,,NA,NA,NA,sign,0,2.089,5.036
4659,fan,feature,68,3.64,34,1,1,16,0.4,shot,0,NA,8.96,seal,0,2.37,7.31
4659,pork,emperor,74,1.908,29,1,0,33,0.825,,NA,NA,NA,runt,0,2.382,5.117
4659,banner,glide,73,1.918,30,1,1,32,0.8,sky,0,NA,7.742,class,0,3.404,6.802
4659,date,laugh,71,2.125,23,1,0,25,0.625,,NA,NA,NA,call,0,3.08,8.552
4659,bacon,feud,62,5.568,20,1,0,5,0.125,,NA,NA,NA,junk,0,4.051,12.484
4659,bias,sirloin,73,2.165,14,1,0,29,0.725,,NA,NA,NA,style,0,2.824,5.598
4659,collect,loyalty,65,6.429,38,1,1,10,0.25,dull,0,NA,6.984,car,0,2.198,5.071
4659,replace,roach,55,3.218,17,1,0,1,0.025,,NA,NA,NA,real,0,3.644,7.774
4857,fan,feature,36,19.951,13,1,0,19,0.475,,NA,NA,NA,skip,0,8.62,11.963
4857,pork,emperor,11,8.918,33,1,1,6,0.15,loin,0,NA,17.013,emperor,1,11.953,16.492
4857,bullet,walkway,49,10.596,21,1,0,23,0.575,,NA,NA,NA,walkway,1,6.842,9.647
4857,risk,zero,82,8.229,14,1,0,39,0.975,,NA,NA,NA,skip,0,20.591,22.75
4857,collect,loyalty,69,8.51,16,1,1,34,0.85,loyalty,1,NA,10.662,loyalty,1,10.808,13.72
4857,capital,figure,67,7.716,26,1,1,32,0.8,figure,1,NA,24.337,figure,1,7.761,9.099
4857,fee,chowder,60,7.224,20,1,0,27,0.675,,NA,NA,NA,skip,0,10.121,11.155
4857,rock,milk,22,12.376,38,1,0,13,0.325,,NA,NA,NA,skip,0,11.582,12.575
4857,shrink,mafia,20,6.808,6,1,0,11,0.275,,NA,NA,NA,skip,0,10.373,11.561
4857,bacon,feud,13,8.881,25,1,0,7,0.175,,NA,NA,NA,skip,0,9.575,10.69
4857,want,ascent,2,11.736,7,1,0,1,0.025,,NA,NA,NA,skip,0,11.811,12.876
4857,visit,glove,14,12.289,35,1,0,9,0.225,,NA,NA,NA,glove,1,3.608,4.782
4857,need,faucet,75,7.183,31,1,1,38,0.95,faucet,1,NA,18.021,faucet,1,8.151,10.094
4857,forest,knob,25,7.825,19,1,1,14,0.35,tree,0,NA,14.108,knob,1,5.07,6.238
4857,prison,loaf,32,8.022,17,1,0,17,0.425,,NA,NA,NA,loaf,1,8.556,9.89
4857,replace,roach,55,8.517,39,1,1,26,0.65,roach,1,NA,12.896,roach,1,7.059,8.421
4857,bias,sirloin,7,7.628,32,1,1,4,0.1,person,0,NA,14.106,skip,0,3.235,4.409
4857,knock,otter,4,8.048,18,1,1,2,0.05,door,0,NA,16.942,skip,0,9.77,10.754
4857,chicken,beet,65,9.334,30,1,0,31,0.775,,NA,NA,NA,beet,1,1.944,3.051
4857,plant,worm,65,6.782,34,1,1,30,0.75,worm,1,NA,9.265,worm,1,4.05,4.845
4857,anger,decay,70,8.272,12,1,0,35,0.875,,NA,NA,NA,decay,1,6.32,7.468
4857,link,crisis,61,5.865,40,1,1,28,0.7,tree,0,NA,14.154,skip,0,5.905,8.01
4857,nerve,bumper,54,8.629,28,1,1,24,0.6,ending,0,NA,16.968,skip,0,5.991,6.926
